window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,1,1,2,1,0,97,254,12,0,0
1,0,1,9,9,1,1,2,1,0,107,398,12,0,0
2,1,0,9,9,1,1,2,1,9,247,542,12,0,0
3,1,1,9,9,1,1,2,1,9,383,686,12,0,0
4,2,0,9,9,1,1,2,1,1,535,830,12,0,0
5,2,1,9,9,1,1,2,1,1,679,974,12,0,0
6,3,0,9,9,1,1,2,1,2,823,1118,12,0,0
7,3,1,9,9,1,1,2,1,2,959,1262,12,0,0
8,4,0,9,9,1,1,2,1,3,1111,1406,12,0,0
9,4,1,9,9,1,1,2,1,3,1248,1550,12,0,0
10,5,0,9,9,1,1,2,1,4,1399,1694,12,0,0
11,5,1,9,9,1,1,2,1,4,1537,1838,12,0,0
12,6,0,9,9,1,1,2,1,5,1687,1982,12,0,0
13,6,1,9,9,1,1,2,1,5,1826,2126,12,0,0
14,7,0,9,9,1,1,2,1,6,1975,2270,12,0,0
15,7,1,9,9,1,1,2,1,6,2115,2414,12,0,0
16,8,0,9,9,1,1,2,1,7,2263,2558,12,0,0
17,8,1,9,9,1,1,2,1,7,2404,2702,12,0,0
18,9,0,9,9,1,1,2,1,8,2551,2846,12,0,0
19,9,1,9,9,1,1,2,1,8,2693,2990,12,0,0
20,10,0,9,9,1,1,2,1,9,2839,3134,12,0,0
21,10,1,9,9,1,1,2,1,9,2982,3278,12,0,0
22,11,0,9,9,1,1,2,1,9,3127,3422,12,0,0
23,11,1,9,9,1,1,2,1,9,3271,3566,12,0,0
24,12,0,9,9,1,1,2,1,4,3415,3710,12,0,0
25,12,1,9,9,1,1,2,1,4,3559,3854,12,0,0
26,13,0,9,9,1,1,2,1,0,3703,3998,12,0,0
27,13,1,9,9,1,1,2,1,0,3842,4142,12,0,0
