window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,8,3,2,0,97,128,0,0,0
1,0,1,9,9,8,3,2,0,107,137,0,0,0
2,1,0,9,9,8,3,2,9,125,156,0,0,0
3,1,1,9,9,8,3,2,9,135,174,0,0,0
4,2,0,9,9,8,3,2,1,153,192,0,0,0
5,2,1,9,9,8,3,2,1,171,201,0,0,0
6,3,0,9,9,8,3,2,2,189,220,0,0,0
7,3,1,9,9,8,3,2,2,199,230,0,0,0
8,4,0,9,9,8,3,2,3,217,248,0,0,0
9,4,1,9,9,8,3,2,3,227,259,0,0,0
10,5,0,9,9,8,3,2,4,245,276,0,0,0
11,5,1,9,9,8,3,2,4,255,288,0,0,0
12,6,0,9,9,8,3,2,5,273,304,0,0,0
13,6,1,9,9,8,3,2,5,283,317,0,0,0
14,7,0,9,9,8,3,2,6,301,332,0,0,0
15,7,1,9,9,8,3,2,6,311,346,0,0,0
16,8,0,9,9,8,3,2,7,329,362,0,0,0
17,8,1,9,9,8,3,2,7,341,377,0,0,0
18,9,0,9,9,8,3,2,8,359,394,0,0,0
19,9,1,9,9,8,3,2,8,373,410,0,0,0
20,10,0,9,9,8,3,2,9,391,428,0,0,0
21,10,1,9,9,8,3,2,9,407,446,0,0,0
22,11,0,9,9,8,3,2,9,425,464,0,0,0
23,11,1,9,9,8,3,2,9,443,482,0,0,0
24,12,0,9,9,8,3,2,4,461,500,0,0,0
25,12,1,9,9,8,3,2,4,479,512,0,0,0
26,13,0,9,9,8,3,2,0,497,528,0,0,0
27,13,1,9,9,8,3,2,0,507,537,0,0,0
