window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,1,2,0,0,97,232,0,0,0
1,0,1,9,9,1,2,0,0,233,260,0,0,0
2,1,0,9,9,1,2,0,9,261,396,0,0,0
3,1,1,9,9,1,2,0,9,397,532,0,0,0
4,2,0,9,9,1,2,0,1,533,668,0,0,0
5,2,1,9,9,1,2,0,1,669,732,0,0,0
6,3,0,9,9,1,2,0,2,733,868,0,0,0
7,3,1,9,9,1,2,0,2,869,941,0,0,0
8,4,0,9,9,1,2,0,3,942,1077,0,0,0
9,4,1,9,9,1,2,0,3,1078,1159,0,0,0
10,5,0,9,9,1,2,0,4,1160,1295,0,0,0
11,5,1,9,9,1,2,0,4,1296,1386,0,0,0
12,6,0,9,9,1,2,0,5,1387,1522,0,0,0
13,6,1,9,9,1,2,0,5,1523,1622,0,0,0
14,7,0,9,9,1,2,0,6,1623,1758,0,0,0
15,7,1,9,9,1,2,0,6,1759,1867,0,0,0
16,8,0,9,9,1,2,0,7,1868,2003,0,0,0
17,8,1,9,9,1,2,0,7,2004,2121,0,0,0
18,9,0,9,9,1,2,0,8,2122,2257,0,0,0
19,9,1,9,9,1,2,0,8,2258,2384,0,0,0
20,10,0,9,9,1,2,0,9,2385,2520,0,0,0
21,10,1,9,9,1,2,0,9,2521,2656,0,0,0
22,11,0,9,9,1,2,0,9,2657,2792,0,0,0
23,11,1,9,9,1,2,0,9,2793,2928,0,0,0
24,12,0,9,9,1,2,0,4,2929,3064,0,0,0
25,12,1,9,9,1,2,0,4,3065,3155,0,0,0
26,13,0,9,9,1,2,0,0,3156,3291,0,0,0
27,13,1,9,9,1,2,0,0,3292,3319,0,0,0
