window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,27,9,4,3,3,2,0,259,333,4,0,0
1,0,1,27,9,4,3,3,2,0,287,346,4,0,0
2,1,0,27,9,4,3,3,2,27,329,403,4,0,0
3,1,1,27,9,4,3,3,2,27,357,445,4,0,0
4,2,0,27,9,4,3,3,2,1,399,488,4,0,0
5,2,1,27,9,4,3,3,2,1,441,497,4,0,0
6,3,0,27,9,4,3,3,2,2,483,557,4,0,0
7,3,1,27,9,4,3,3,2,2,511,571,4,0,0
8,4,0,27,9,4,3,3,2,3,553,627,4,0,0
9,4,1,27,9,4,3,3,2,3,581,640,4,0,0
10,5,0,27,9,4,3,3,2,4,623,697,4,0,0
11,5,1,27,9,4,3,3,2,4,651,712,4,0,0
12,6,0,27,9,4,3,3,2,5,693,767,4,0,0
13,6,1,27,9,4,3,3,2,5,721,782,4,0,0
14,7,0,27,9,4,3,3,2,6,763,840,4,0,0
15,7,1,27,9,4,3,3,2,6,791,849,4,0,0
16,8,0,27,9,4,3,3,2,7,833,907,4,0,0
17,8,1,27,9,4,3,3,2,7,861,924,4,0,0
18,9,0,27,9,4,3,3,2,8,903,977,4,0,0
19,9,1,27,9,4,3,3,2,8,931,992,4,0,0
20,10,0,27,9,4,3,3,2,9,973,1048,4,0,0
21,10,1,27,9,4,3,3,2,9,1001,1065,4,0,0
22,11,0,27,9,4,3,3,2,10,1043,1117,4,0,0
23,11,1,27,9,4,3,3,2,10,1071,1134,4,0,0
24,12,0,27,9,4,3,3,2,11,1113,1187,4,0,0
25,12,1,27,9,4,3,3,2,11,1141,1208,4,0,0
26,13,0,27,9,4,3,3,2,12,1183,1257,4,0,0
27,13,1,27,9,4,3,3,2,12,1211,1276,4,0,0
28,14,0,27,9,4,3,3,2,13,1253,1327,4,0,0
29,14,1,27,9,4,3,3,2,13,1281,1354,4,0,0
30,15,0,27,9,4,3,3,2,14,1323,1400,4,0,0
31,15,1,27,9,4,3,3,2,14,1351,1419,4,0,0
32,16,0,27,9,4,3,3,2,15,1393,1467,4,0,0
33,16,1,27,9,4,3,3,2,15,1421,1491,4,0,0
34,17,0,27,9,4,3,3,2,16,1463,1537,4,0,0
35,17,1,27,9,4,3,3,2,16,1491,1561,4,0,0
36,18,0,27,9,4,3,3,2,17,1533,1608,4,0,0
37,18,1,27,9,4,3,3,2,17,1561,1640,4,0,0
38,19,0,27,9,4,3,3,2,18,1603,1679,4,0,0
39,19,1,27,9,4,3,3,2,18,1633,1712,4,0,0
40,20,0,27,9,4,3,3,2,19,1675,1754,4,0,0
41,20,1,27,9,4,3,3,2,19,1708,1784,4,0,0
42,21,0,27,9,4,3,3,2,20,1750,1826,4,0,0
43,21,1,27,9,4,3,3,2,20,1780,1856,4,0,0
44,22,0,27,9,4,3,3,2,21,1822,1898,4,0,0
45,22,1,27,9,4,3,3,2,21,1852,1937,4,0,0
46,23,0,27,9,4,3,3,2,22,1894,1979,4,0,0
47,23,1,27,9,4,3,3,2,22,1933,2015,4,0,0
48,24,0,27,9,4,3,3,2,23,1975,2057,4,0,0
49,24,1,27,9,4,3,3,2,23,2011,2096,4,0,0
50,25,0,27,9,4,3,3,2,24,2053,2138,4,0,0
51,25,1,27,9,4,3,3,2,24,2092,2174,4,0,0
52,26,0,27,9,4,3,3,2,25,2134,2216,4,0,0
53,26,1,27,9,4,3,3,2,25,2170,2255,4,0,0
54,27,0,27,9,4,3,3,2,26,2212,2297,4,0,0
55,27,1,27,9,4,3,3,2,26,2251,2339,4,0,0
56,28,0,27,9,4,3,3,2,27,2293,2381,4,0,0
57,28,1,27,9,4,3,3,2,27,2335,2424,4,0,0
58,29,0,27,9,4,3,3,2,27,2377,2465,4,0,0
59,29,1,27,9,4,3,3,2,27,2419,2507,4,0,0
60,30,0,27,9,4,3,3,2,13,2461,2552,4,0,0
61,30,1,27,9,4,3,3,2,13,2503,2588,4,0,0
62,31,0,27,9,4,3,3,2,0,2545,2632,4,0,0
63,31,1,27,9,4,3,3,2,0,2584,2641,4,0,0
