window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,576,128,8,2,0,277,73863,83847,0,0,0
1,0,1,576,128,8,2,0,277,83848,89048,0,0,0
2,1,0,576,128,8,2,0,348,89049,99033,0,0,0
3,1,1,576,128,8,2,0,348,99034,105370,0,0,0
4,2,0,576,128,8,2,0,377,105371,115355,0,0,0
5,2,1,576,128,8,2,0,377,115356,122156,0,0,0
6,3,0,576,128,8,2,0,382,122157,132141,0,0,0
7,3,1,576,128,8,2,0,382,132142,139022,0,0,0
8,4,0,576,128,8,2,0,341,139023,149007,0,0,0
9,4,1,576,128,8,2,0,341,149008,155232,0,0,0
10,5,0,576,128,8,2,0,412,155233,165217,0,0,0
11,5,1,576,128,8,2,0,412,165218,172578,0,0,0
12,6,0,576,128,8,2,0,374,172579,182563,0,0,0
13,6,1,576,128,8,2,0,374,182564,189316,0,0,0
14,7,0,576,128,8,2,0,356,189317,199301,0,0,0
15,7,1,576,128,8,2,0,356,199302,205766,0,0,0
16,8,0,576,128,8,2,0,341,205767,215751,0,0,0
17,8,1,576,128,8,2,0,341,215752,221976,0,0,0
18,9,0,576,128,8,2,0,307,221977,231961,0,0,0
19,9,1,576,128,8,2,0,307,231962,237642,0,0,0
20,10,0,576,128,8,2,0,395,237643,247627,0,0,0
21,10,1,576,128,8,2,0,395,247628,254716,0,0,0
22,11,0,576,128,8,2,0,371,254717,264701,0,0,0
23,11,1,576,128,8,2,0,371,264702,271406,0,0,0
24,12,0,576,128,8,2,0,365,271407,281391,0,0,0
25,12,1,576,128,8,2,0,365,281392,288000,0,0,0
26,13,0,576,128,8,2,0,386,288001,297985,0,0,0
27,13,1,576,128,8,2,0,386,297986,304930,0,0,0
28,14,0,576,128,8,2,0,381,304931,314915,0,0,0
29,14,1,576,128,8,2,0,381,314916,321780,0,0,0
30,15,0,576,128,8,2,0,357,321781,331765,0,0,0
31,15,1,576,128,8,2,0,357,331766,338246,0,0,0
32,16,0,576,128,8,2,0,381,338247,348231,0,0,0
33,16,1,576,128,8,2,0,381,348232,355096,0,0,0
34,17,0,576,128,8,2,0,403,355097,365081,0,0,0
35,17,1,576,128,8,2,0,403,365082,372298,0,0,0
36,18,0,576,128,8,2,0,357,372299,382283,0,0,0
37,18,1,576,128,8,2,0,357,382284,388764,0,0,0
38,19,0,576,128,8,2,0,342,388765,398749,0,0,0
39,19,1,576,128,8,2,0,342,398750,404990,0,0,0
40,20,0,576,128,8,2,0,378,404991,414975,0,0,0
41,20,1,576,128,8,2,0,378,414976,421792,0,0,0
42,21,0,576,128,8,2,0,379,421793,431777,0,0,0
43,21,1,576,128,8,2,0,379,431778,438610,0,0,0
44,22,0,576,128,8,2,0,385,438611,448595,0,0,0
45,22,1,576,128,8,2,0,385,448596,455524,0,0,0
46,23,0,576,128,8,2,0,229,455525,465509,0,0,0
47,23,1,576,128,8,2,0,229,465510,469942,0,0,0
48,24,0,576,128,8,2,0,364,469943,479927,0,0,0
49,24,1,576,128,8,2,0,364,479928,486520,0,0,0
50,25,0,576,128,8,2,0,334,486521,496505,0,0,0
51,25,1,576,128,8,2,0,334,496506,502618,0,0,0
52,26,0,576,128,8,2,0,343,502619,512603,0,0,0
53,26,1,576,128,8,2,0,343,512604,518860,0,0,0
54,27,0,576,128,8,2,0,381,518861,528845,0,0,0
55,27,1,576,128,8,2,0,381,528846,535710,0,0,0
56,28,0,576,128,8,2,0,313,535711,545695,0,0,0
57,28,1,576,128,8,2,0,313,545696,551472,0,0,0
58,29,0,576,128,8,2,0,374,551473,561457,0,0,0
59,29,1,576,128,8,2,0,374,561458,568210,0,0,0
60,30,0,576,128,8,2,0,371,568211,578195,0,0,0
61,30,1,576,128,8,2,0,371,578196,584900,0,0,0
62,31,0,576,128,8,2,0,386,584901,594885,0,0,0
63,31,1,576,128,8,2,0,386,594886,601830,0,0,0
64,32,0,576,128,8,2,0,393,601831,611815,0,0,0
65,32,1,576,128,8,2,0,393,611816,618872,0,0,0
66,33,0,576,128,8,2,0,410,618873,628857,0,0,0
67,33,1,576,128,8,2,0,410,628858,636186,0,0,0
68,34,0,576,128,8,2,0,369,636187,646171,0,0,0
69,34,1,576,128,8,2,0,369,646172,652844,0,0,0
70,35,0,576,128,8,2,0,361,652845,662829,0,0,0
71,35,1,576,128,8,2,0,361,662830,669374,0,0,0
72,36,0,576,128,8,2,0,373,669375,679359,0,0,0
73,36,1,576,128,8,2,0,373,679360,686096,0,0,0
74,37,0,576,128,8,2,0,386,686097,696081,0,0,0
75,37,1,576,128,8,2,0,386,696082,703026,0,0,0
76,38,0,576,128,8,2,0,374,703027,713011,0,0,0
77,38,1,576,128,8,2,0,374,713012,719764,0,0,0
78,39,0,576,128,8,2,0,394,719765,729749,0,0,0
79,39,1,576,128,8,2,0,394,729750,736822,0,0,0
80,40,0,576,128,8,2,0,384,736823,746807,0,0,0
81,40,1,576,128,8,2,0,384,746808,753720,0,0,0
82,41,0,576,128,8,2,0,320,753721,763705,0,0,0
83,41,1,576,128,8,2,0,320,763706,769594,0,0,0
84,42,0,576,128,8,2,0,327,769595,779579,0,0,0
85,42,1,576,128,8,2,0,327,779580,785580,0,0,0
86,43,0,576,128,8,2,0,388,785581,795565,0,0,0
87,43,1,576,128,8,2,0,388,795566,802542,0,0,0
88,44,0,576,128,8,2,0,338,802543,812527,0,0,0
89,44,1,576,128,8,2,0,338,812528,818704,0,0,0
90,45,0,576,128,8,2,0,333,818705,828689,0,0,0
91,45,1,576,128,8,2,0,333,828690,834786,0,0,0
92,46,0,576,128,8,2,0,351,834787,844771,0,0,0
93,46,1,576,128,8,2,0,351,844772,851156,0,0,0
94,47,0,576,128,8,2,0,323,851157,861141,0,0,0
95,47,1,576,128,8,2,0,323,861142,867078,0,0,0
96,48,0,576,128,8,2,0,316,867079,877063,0,0,0
97,48,1,576,128,8,2,0,316,877064,882888,0,0,0
98,49,0,576,128,8,2,0,332,882889,892873,0,0,0
99,49,1,576,128,8,2,0,332,892874,898954,0,0,0
100,50,0,576,128,8,2,0,327,898955,908939,0,0,0
101,50,1,576,128,8,2,0,327,908940,914940,0,0,0
102,51,0,576,128,8,2,0,320,914941,924925,0,0,0
103,51,1,576,128,8,2,0,320,924926,930814,0,0,0
104,52,0,576,128,8,2,0,315,930815,940799,0,0,0
105,52,1,576,128,8,2,0,315,940800,946608,0,0,0
106,53,0,576,128,8,2,0,344,946609,956593,0,0,0
107,53,1,576,128,8,2,0,344,956594,962866,0,0,0
108,54,0,576,128,8,2,0,401,962867,972851,0,0,0
109,54,1,576,128,8,2,0,401,972852,980036,0,0,0
110,55,0,576,128,8,2,0,359,980037,990021,0,0,0
111,55,1,576,128,8,2,0,359,990022,996534,0,0,0
112,56,0,576,128,8,2,0,314,996535,1006519,0,0,0
113,56,1,576,128,8,2,0,314,1006520,1012312,0,0,0
114,57,0,576,128,8,2,0,307,1012313,1022297,0,0,0
115,57,1,576,128,8,2,0,307,1022298,1027978,0,0,0
116,58,0,576,128,8,2,0,345,1027979,1037963,0,0,0
117,58,1,576,128,8,2,0,345,1037964,1044252,0,0,0
118,59,0,576,128,8,2,0,371,1044253,1054237,0,0,0
119,59,1,576,128,8,2,0,371,1054238,1060942,0,0,0
120,60,0,576,128,8,2,0,374,1060943,1070927,0,0,0
121,60,1,576,128,8,2,0,374,1070928,1077680,0,0,0
122,61,0,576,128,8,2,0,335,1077681,1087665,0,0,0
123,61,1,576,128,8,2,0,335,1087666,1093794,0,0,0
124,62,0,576,128,8,2,0,334,1093795,1103779,0,0,0
125,62,1,576,128,8,2,0,334,1103780,1109892,0,0,0
126,63,0,576,128,8,2,0,364,1109893,1119877,0,0,0
127,63,1,576,128,8,2,0,364,1119878,1126470,0,0,0
128,64,0,576,128,8,2,0,235,1126471,1136455,0,0,0
129,64,1,576,128,8,2,0,235,1136456,1140984,0,0,0
130,65,0,576,128,8,2,0,220,1140985,1150969,0,0,0
131,65,1,576,128,8,2,0,220,1150970,1155258,0,0,0
132,66,0,576,128,8,2,0,262,1155259,1165243,0,0,0
133,66,1,576,128,8,2,0,262,1165244,1170204,0,0,0
134,67,0,576,128,8,2,0,219,1170205,1180189,0,0,0
135,67,1,576,128,8,2,0,219,1180190,1184462,0,0,0
136,68,0,576,128,8,2,0,245,1184463,1194447,0,0,0
137,68,1,576,128,8,2,0,245,1194448,1199136,0,0,0
138,69,0,576,128,8,2,0,324,1199137,1209121,0,0,0
139,69,1,576,128,8,2,0,324,1209122,1215074,0,0,0
140,70,0,576,128,8,2,0,254,1215075,1225059,0,0,0
141,70,1,576,128,8,2,0,254,1225060,1229892,0,0,0
142,71,0,576,128,8,2,0,247,1229893,1239877,0,0,0
143,71,1,576,128,8,2,0,247,1239878,1244598,0,0,0
144,72,0,576,128,8,2,0,255,1244599,1254583,0,0,0
145,72,1,576,128,8,2,0,255,1254584,1259432,0,0,0
146,73,0,576,128,8,2,0,297,1259433,1269417,0,0,0
147,73,1,576,128,8,2,0,297,1269418,1274938,0,0,0
148,74,0,576,128,8,2,0,333,1274939,1284923,0,0,0
149,74,1,576,128,8,2,0,333,1284924,1291020,0,0,0
150,75,0,576,128,8,2,0,235,1291021,1301005,0,0,0
151,75,1,576,128,8,2,0,235,1301006,1305534,0,0,0
152,76,0,576,128,8,2,0,275,1305535,1315519,0,0,0
153,76,1,576,128,8,2,0,275,1315520,1320688,0,0,0
154,77,0,576,128,8,2,0,336,1320689,1330673,0,0,0
155,77,1,576,128,8,2,0,336,1330674,1336818,0,0,0
156,78,0,576,128,8,2,0,237,1336819,1346803,0,0,0
157,78,1,576,128,8,2,0,237,1346804,1351364,0,0,0
158,79,0,576,128,8,2,0,296,1351365,1361349,0,0,0
159,79,1,576,128,8,2,0,296,1361350,1366854,0,0,0
160,80,0,576,128,8,2,0,280,1366855,1376839,0,0,0
161,80,1,576,128,8,2,0,280,1376840,1382088,0,0,0
162,81,0,576,128,8,2,0,293,1382089,1392073,0,0,0
163,81,1,576,128,8,2,0,293,1392074,1397530,0,0,0
164,82,0,576,128,8,2,0,258,1397531,1407515,0,0,0
165,82,1,576,128,8,2,0,258,1407516,1412412,0,0,0
166,83,0,576,128,8,2,0,303,1412413,1422397,0,0,0
167,83,1,576,128,8,2,0,303,1422398,1428014,0,0,0
168,84,0,576,128,8,2,0,276,1428015,1437999,0,0,0
169,84,1,576,128,8,2,0,276,1438000,1443184,0,0,0
170,85,0,576,128,8,2,0,291,1443185,1453169,0,0,0
171,85,1,576,128,8,2,0,291,1453170,1458594,0,0,0
172,86,0,576,128,8,2,0,273,1458595,1468579,0,0,0
173,86,1,576,128,8,2,0,273,1468580,1473716,0,0,0
174,87,0,576,128,8,2,0,317,1473717,1483701,0,0,0
175,87,1,576,128,8,2,0,317,1483702,1489542,0,0,0
176,88,0,576,128,8,2,0,315,1489543,1499527,0,0,0
177,88,1,576,128,8,2,0,315,1499528,1505336,0,0,0
178,89,0,576,128,8,2,0,295,1505337,1515321,0,0,0
179,89,1,576,128,8,2,0,295,1515322,1520810,0,0,0
180,90,0,576,128,8,2,0,298,1520811,1530795,0,0,0
181,90,1,576,128,8,2,0,298,1530796,1536332,0,0,0
182,91,0,576,128,8,2,0,343,1536333,1546317,0,0,0
183,91,1,576,128,8,2,0,343,1546318,1552574,0,0,0
184,92,0,576,128,8,2,0,301,1552575,1562559,0,0,0
185,92,1,576,128,8,2,0,301,1562560,1568144,0,0,0
186,93,0,576,128,8,2,0,240,1568145,1578129,0,0,0
187,93,1,576,128,8,2,0,240,1578130,1582738,0,0,0
188,94,0,576,128,8,2,0,254,1582739,1592723,0,0,0
189,94,1,576,128,8,2,0,254,1592724,1597556,0,0,0
190,95,0,576,128,8,2,0,321,1597557,1607541,0,0,0
191,95,1,576,128,8,2,0,321,1607542,1613446,0,0,0
192,96,0,576,128,8,2,0,317,1613447,1623431,0,0,0
193,96,1,576,128,8,2,0,317,1623432,1629272,0,0,0
194,97,0,576,128,8,2,0,267,1629273,1639257,0,0,0
195,97,1,576,128,8,2,0,267,1639258,1644298,0,0,0
196,98,0,576,128,8,2,0,342,1644299,1654283,0,0,0
197,98,1,576,128,8,2,0,342,1654284,1660524,0,0,0
198,99,0,576,128,8,2,0,312,1660525,1670509,0,0,0
199,99,1,576,128,8,2,0,312,1670510,1676270,0,0,0
200,100,0,576,128,8,2,0,317,1676271,1686255,0,0,0
201,100,1,576,128,8,2,0,317,1686256,1692096,0,0,0
202,101,0,576,128,8,2,0,340,1692097,1702081,0,0,0
203,101,1,576,128,8,2,0,340,1702082,1708290,0,0,0
204,102,0,576,128,8,2,0,323,1708291,1718275,0,0,0
205,102,1,576,128,8,2,0,323,1718276,1724212,0,0,0
206,103,0,576,128,8,2,0,307,1724213,1734197,0,0,0
207,103,1,576,128,8,2,0,307,1734198,1739878,0,0,0
208,104,0,576,128,8,2,0,246,1739879,1749863,0,0,0
209,104,1,576,128,8,2,0,246,1749864,1754568,0,0,0
210,105,0,576,128,8,2,0,238,1754569,1764553,0,0,0
211,105,1,576,128,8,2,0,238,1764554,1769130,0,0,0
212,106,0,576,128,8,2,0,306,1769131,1779115,0,0,0
213,106,1,576,128,8,2,0,306,1779116,1784780,0,0,0
214,107,0,576,128,8,2,0,298,1784781,1794765,0,0,0
215,107,1,576,128,8,2,0,298,1794766,1800302,0,0,0
216,108,0,576,128,8,2,0,222,1800303,1810287,0,0,0
217,108,1,576,128,8,2,0,222,1810288,1814608,0,0,0
218,109,0,576,128,8,2,0,229,1814609,1824593,0,0,0
219,109,1,576,128,8,2,0,229,1824594,1829026,0,0,0
220,110,0,576,128,8,2,0,245,1829027,1839011,0,0,0
221,110,1,576,128,8,2,0,245,1839012,1843700,0,0,0
222,111,0,576,128,8,2,0,295,1843701,1853685,0,0,0
223,111,1,576,128,8,2,0,295,1853686,1859174,0,0,0
224,112,0,576,128,8,2,0,280,1859175,1869159,0,0,0
225,112,1,576,128,8,2,0,280,1869160,1874408,0,0,0
226,113,0,576,128,8,2,0,261,1874409,1884393,0,0,0
227,113,1,576,128,8,2,0,261,1884394,1889338,0,0,0
228,114,0,576,128,8,2,0,266,1889339,1899323,0,0,0
229,114,1,576,128,8,2,0,266,1899324,1904348,0,0,0
230,115,0,576,128,8,2,0,277,1904349,1914333,0,0,0
231,115,1,576,128,8,2,0,277,1914334,1919534,0,0,0
232,116,0,576,128,8,2,0,250,1919535,1929519,0,0,0
233,116,1,576,128,8,2,0,250,1929520,1934288,0,0,0
234,117,0,576,128,8,2,0,267,1934289,1944273,0,0,0
235,117,1,576,128,8,2,0,267,1944274,1949314,0,0,0
236,118,0,576,128,8,2,0,236,1949315,1959299,0,0,0
237,118,1,576,128,8,2,0,236,1959300,1963844,0,0,0
238,119,0,576,128,8,2,0,275,1963845,1973829,0,0,0
239,119,1,576,128,8,2,0,275,1973830,1978998,0,0,0
240,120,0,576,128,8,2,0,255,1978999,1988983,0,0,0
241,120,1,576,128,8,2,0,255,1988984,1993832,0,0,0
242,121,0,576,128,8,2,0,269,1993833,2003817,0,0,0
243,121,1,576,128,8,2,0,269,2003818,2008890,0,0,0
244,122,0,576,128,8,2,0,267,2008891,2018875,0,0,0
245,122,1,576,128,8,2,0,267,2018876,2023916,0,0,0
246,123,0,576,128,8,2,0,239,2023917,2033901,0,0,0
247,123,1,576,128,8,2,0,239,2033902,2038494,0,0,0
