window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,576,128,2,2,2,261,73863,111308,0,0,0
1,0,1,576,128,2,2,2,261,74440,128012,0,0,0
2,1,0,576,128,2,2,2,319,111304,164876,0,0,0
3,1,1,576,128,2,2,2,319,128008,185292,0,0,0
4,2,0,576,128,2,2,2,359,164872,222156,0,0,0
5,2,1,576,128,2,2,2,359,185288,245132,0,0,0
6,3,0,576,128,2,2,2,381,222152,281996,0,0,0
7,3,1,576,128,2,2,2,381,245128,306380,0,0,0
8,4,0,576,128,2,2,2,315,281992,343244,0,0,0
9,4,1,576,128,2,2,2,315,306376,363404,0,0,0
10,5,0,576,128,2,2,2,407,343240,400268,0,0,0
11,5,1,576,128,2,2,2,407,363400,426316,0,0,0
12,6,0,576,128,2,2,2,372,400264,463180,0,0,0
13,6,1,576,128,2,2,2,372,426312,486988,0,0,0
14,7,0,576,128,2,2,2,336,463176,523852,0,0,0
15,7,1,576,128,2,2,2,336,486984,545356,0,0,0
16,8,0,576,128,2,2,2,341,523848,582220,0,0,0
17,8,1,576,128,2,2,2,341,545352,604044,0,0,0
18,9,0,576,128,2,2,2,408,582216,640908,0,0,0
19,9,1,576,128,2,2,2,408,604040,667020,0,0,0
20,10,0,576,128,2,2,2,356,640904,703884,0,0,0
21,10,1,576,128,2,2,2,356,667016,726668,0,0,0
22,11,0,576,128,2,2,2,349,703880,763532,0,0,0
23,11,1,576,128,2,2,2,349,726664,785868,0,0,0
24,12,0,576,128,2,2,2,414,763528,822732,0,0,0
25,12,1,576,128,2,2,2,414,785864,849228,0,0,0
26,13,0,576,128,2,2,2,392,822728,886092,0,0,0
27,13,1,576,128,2,2,2,392,849224,911180,0,0,0
28,14,0,576,128,2,2,2,391,886088,948044,0,0,0
29,14,1,576,128,2,2,2,391,911176,973068,0,0,0
30,15,0,576,128,2,2,2,352,948040,1009932,0,0,0
31,15,1,576,128,2,2,2,352,973064,1032460,0,0,0
32,16,0,576,128,2,2,2,387,1009928,1069324,0,0,0
33,16,1,576,128,2,2,2,387,1032456,1094092,0,0,0
34,17,0,576,128,2,2,2,395,1069320,1130956,0,0,0
35,17,1,576,128,2,2,2,395,1094088,1156236,0,0,0
36,18,0,576,128,2,2,2,369,1130952,1193100,0,0,0
37,18,1,576,128,2,2,2,369,1156232,1216716,0,0,0
38,19,0,576,128,2,2,2,385,1193096,1253580,0,0,0
39,19,1,576,128,2,2,2,385,1216712,1278220,0,0,0
40,20,0,576,128,2,2,2,313,1253576,1315084,0,0,0
41,20,1,576,128,2,2,2,313,1278216,1335116,0,0,0
42,21,0,576,128,2,2,2,388,1315080,1371980,0,0,0
43,21,1,576,128,2,2,2,388,1335112,1396812,0,0,0
44,22,0,576,128,2,2,2,383,1371976,1433676,0,0,0
45,22,1,576,128,2,2,2,383,1396808,1458188,0,0,0
46,23,0,576,128,2,2,2,199,1433672,1495052,0,0,0
47,23,1,576,128,2,2,2,199,1458184,1507788,0,0,0
48,24,0,576,128,2,2,2,368,1495048,1544652,0,0,0
49,24,1,576,128,2,2,2,368,1507784,1568204,0,0,0
50,25,0,576,128,2,2,2,359,1544648,1605068,0,0,0
51,25,1,576,128,2,2,2,359,1568200,1628044,0,0,0
52,26,0,576,128,2,2,2,371,1605064,1664908,0,0,0
53,26,1,576,128,2,2,2,371,1628040,1688652,0,0,0
54,27,0,576,128,2,2,2,385,1664904,1725516,0,0,0
55,27,1,576,128,2,2,2,385,1688648,1750156,0,0,0
56,28,0,576,128,2,2,2,298,1725512,1787020,0,0,0
57,28,1,576,128,2,2,2,298,1750152,1806092,0,0,0
58,29,0,576,128,2,2,2,400,1787016,1842956,0,0,0
59,29,1,576,128,2,2,2,400,1806088,1868556,0,0,0
60,30,0,576,128,2,2,2,404,1842952,1905420,0,0,0
61,30,1,576,128,2,2,2,404,1868552,1931276,0,0,0
62,31,0,576,128,2,2,2,365,1905416,1968140,0,0,0
63,31,1,576,128,2,2,2,365,1931272,1991500,0,0,0
64,32,0,576,128,2,2,2,380,1968136,2028364,0,0,0
65,32,1,576,128,2,2,2,380,1991496,2052684,0,0,0
66,33,0,576,128,2,2,2,311,2028360,2089548,0,0,0
67,33,1,576,128,2,2,2,311,2052680,2109452,0,0,0
68,34,0,576,128,2,2,2,402,2089544,2146316,0,0,0
69,34,1,576,128,2,2,2,402,2109448,2172044,0,0,0
70,35,0,576,128,2,2,2,381,2146312,2208908,0,0,0
71,35,1,576,128,2,2,2,381,2172040,2233292,0,0,0
72,36,0,576,128,2,2,2,401,2208904,2270156,0,0,0
73,36,1,576,128,2,2,2,401,2233288,2295820,0,0,0
74,37,0,576,128,2,2,2,386,2270152,2332684,0,0,0
75,37,1,576,128,2,2,2,386,2295816,2357388,0,0,0
76,38,0,576,128,2,2,2,372,2332680,2394252,0,0,0
77,38,1,576,128,2,2,2,372,2357384,2418060,0,0,0
78,39,0,576,128,2,2,2,344,2394248,2454924,0,0,0
79,39,1,576,128,2,2,2,344,2418056,2476940,0,0,0
80,40,0,576,128,2,2,2,339,2454920,2513804,0,0,0
81,40,1,576,128,2,2,2,339,2476936,2535500,0,0,0
82,41,0,576,128,2,2,2,374,2513800,2572364,0,0,0
83,41,1,576,128,2,2,2,374,2535496,2596300,0,0,0
84,42,0,576,128,2,2,2,315,2572360,2633164,0,0,0
85,42,1,576,128,2,2,2,315,2596296,2653324,0,0,0
86,43,0,576,128,2,2,2,373,2633160,2690188,0,0,0
87,43,1,576,128,2,2,2,373,2653320,2714060,0,0,0
88,44,0,576,128,2,2,2,366,2690184,2750924,0,0,0
89,44,1,576,128,2,2,2,366,2714056,2774348,0,0,0
90,45,0,576,128,2,2,2,391,2750920,2811212,0,0,0
91,45,1,576,128,2,2,2,391,2774344,2836236,0,0,0
92,46,0,576,128,2,2,2,403,2811208,2873100,0,0,0
93,46,1,576,128,2,2,2,403,2836232,2898892,0,0,0
94,47,0,576,128,2,2,2,385,2873096,2935756,0,0,0
95,47,1,576,128,2,2,2,385,2898888,2960396,0,0,0
96,48,0,576,128,2,2,2,353,2935752,2997260,0,0,0
97,48,1,576,128,2,2,2,353,2960392,3019852,0,0,0
98,49,0,576,128,2,2,2,376,2997256,3056716,0,0,0
99,49,1,576,128,2,2,2,376,3019848,3080780,0,0,0
100,50,0,576,128,2,2,2,352,3056712,3117644,0,0,0
101,50,1,576,128,2,2,2,352,3080776,3140172,0,0,0
102,51,0,576,128,2,2,2,360,3117640,3177036,0,0,0
103,51,1,576,128,2,2,2,360,3140168,3200076,0,0,0
104,52,0,576,128,2,2,2,370,3177032,3236940,0,0,0
105,52,1,576,128,2,2,2,370,3200072,3260620,0,0,0
106,53,0,576,128,2,2,2,349,3236936,3297484,0,0,0
107,53,1,576,128,2,2,2,349,3260616,3319820,0,0,0
108,54,0,576,128,2,2,2,365,3297480,3356684,0,0,0
109,54,1,576,128,2,2,2,365,3319816,3380044,0,0,0
110,55,0,576,128,2,2,2,380,3356680,3416908,0,0,0
111,55,1,576,128,2,2,2,380,3380040,3441228,0,0,0
112,56,0,576,128,2,2,2,354,3416904,3478092,0,0,0
113,56,1,576,128,2,2,2,354,3441224,3500748,0,0,0
114,57,0,576,128,2,2,2,365,3478088,3537612,0,0,0
115,57,1,576,128,2,2,2,365,3500744,3560972,0,0,0
116,58,0,576,128,2,2,2,338,3537608,3597836,0,0,0
117,58,1,576,128,2,2,2,338,3560968,3619468,0,0,0
118,59,0,576,128,2,2,2,372,3597832,3656332,0,0,0
119,59,1,576,128,2,2,2,372,3619464,3680140,0,0,0
120,60,0,576,128,2,2,2,344,3656328,3717004,0,0,0
121,60,1,576,128,2,2,2,344,3680136,3739020,0,0,0
122,61,0,576,128,2,2,2,388,3717000,3775884,0,0,0
123,61,1,576,128,2,2,2,388,3739016,3800716,0,0,0
124,62,0,576,128,2,2,2,372,3775880,3837580,0,0,0
125,62,1,576,128,2,2,2,372,3800712,3861388,0,0,0
126,63,0,576,128,2,2,2,323,3837576,3898252,0,0,0
127,63,1,576,128,2,2,2,323,3861384,3918924,0,0,0
128,64,0,576,128,2,2,2,258,3898248,3955788,0,0,0
129,64,1,576,128,2,2,2,258,3918920,3972300,0,0,0
130,65,0,576,128,2,2,2,360,3955784,4009164,0,0,0
131,65,1,576,128,2,2,2,360,3972296,4032204,0,0,0
132,66,0,576,128,2,2,2,363,4009160,4069068,0,0,0
133,66,1,576,128,2,2,2,363,4032200,4092300,0,0,0
134,67,0,576,128,2,2,2,362,4069064,4129164,0,0,0
135,67,1,576,128,2,2,2,362,4092296,4152332,0,0,0
136,68,0,576,128,2,2,2,368,4129160,4189196,0,0,0
137,68,1,576,128,2,2,2,368,4152328,4212748,0,0,0
138,69,0,576,128,2,2,2,360,4189192,4249612,0,0,0
139,69,1,576,128,2,2,2,360,4212744,4272652,0,0,0
140,70,0,576,128,2,2,2,358,4249608,4309516,0,0,0
141,70,1,576,128,2,2,2,358,4272648,4332428,0,0,0
142,71,0,576,128,2,2,2,366,4309512,4369292,0,0,0
143,71,1,576,128,2,2,2,366,4332424,4392716,0,0,0
144,72,0,576,128,2,2,2,361,4369288,4429580,0,0,0
145,72,1,576,128,2,2,2,361,4392712,4452684,0,0,0
146,73,0,576,128,2,2,2,265,4429576,4489548,0,0,0
147,73,1,576,128,2,2,2,265,4452680,4506508,0,0,0
148,74,0,576,128,2,2,2,373,4489544,4543372,0,0,0
149,74,1,576,128,2,2,2,373,4506504,4567244,0,0,0
150,75,0,576,128,2,2,2,253,4543368,4604108,0,0,0
151,75,1,576,128,2,2,2,253,4567240,4620300,0,0,0
152,76,0,576,128,2,2,2,275,4604104,4657164,0,0,0
153,76,1,576,128,2,2,2,275,4620296,4674764,0,0,0
154,77,0,576,128,2,2,2,291,4657160,4711628,0,0,0
155,77,1,576,128,2,2,2,291,4674760,4730252,0,0,0
156,78,0,576,128,2,2,2,366,4711624,4767116,0,0,0
157,78,1,576,128,2,2,2,366,4730248,4790540,0,0,0
158,79,0,576,128,2,2,2,282,4767112,4827404,0,0,0
159,79,1,576,128,2,2,2,282,4790536,4845452,0,0,0
160,80,0,576,128,2,2,2,373,4827400,4882316,0,0,0
161,80,1,576,128,2,2,2,373,4845448,4906188,0,0,0
162,81,0,576,128,2,2,2,272,4882312,4943052,0,0,0
163,81,1,576,128,2,2,2,272,4906184,4960460,0,0,0
164,82,0,576,128,2,2,2,368,4943048,4997324,0,0,0
165,82,1,576,128,2,2,2,368,4960456,5020876,0,0,0
166,83,0,576,128,2,2,2,371,4997320,5057740,0,0,0
167,83,1,576,128,2,2,2,371,5020872,5081484,0,0,0
168,84,0,576,128,2,2,2,294,5057736,5118348,0,0,0
169,84,1,576,128,2,2,2,294,5081480,5137164,0,0,0
170,85,0,576,128,2,2,2,324,5118344,5174028,0,0,0
171,85,1,576,128,2,2,2,324,5137160,5194764,0,0,0
172,86,0,576,128,2,2,2,283,5174024,5231628,0,0,0
173,86,1,576,128,2,2,2,283,5194760,5249740,0,0,0
174,87,0,576,128,2,2,2,347,5231624,5286604,0,0,0
175,87,1,576,128,2,2,2,347,5249736,5308812,0,0,0
176,88,0,576,128,2,2,2,263,5286600,5345676,0,0,0
177,88,1,576,128,2,2,2,263,5308808,5362508,0,0,0
178,89,0,576,128,2,2,2,375,5345672,5399372,0,0,0
179,89,1,576,128,2,2,2,375,5362504,5423372,0,0,0
180,90,0,576,128,2,2,2,304,5399368,5460236,0,0,0
181,90,1,576,128,2,2,2,304,5423368,5479692,0,0,0
182,91,0,576,128,2,2,2,374,5460232,5516556,0,0,0
183,91,1,576,128,2,2,2,374,5479688,5540492,0,0,0
184,92,0,576,128,2,2,2,368,5516552,5577356,0,0,0
185,92,1,576,128,2,2,2,368,5540488,5600908,0,0,0
186,93,0,576,128,2,2,2,245,5577352,5637772,0,0,0
187,93,1,576,128,2,2,2,245,5600904,5653452,0,0,0
188,94,0,576,128,2,2,2,345,5637768,5690316,0,0,0
189,94,1,576,128,2,2,2,345,5653448,5712396,0,0,0
190,95,0,576,128,2,2,2,398,5690312,5749260,0,0,0
191,95,1,576,128,2,2,2,398,5712392,5774732,0,0,0
192,96,0,576,128,2,2,2,364,5749256,5811596,0,0,0
193,96,1,576,128,2,2,2,364,5774728,5834892,0,0,0
194,97,0,576,128,2,2,2,324,5811592,5871756,0,0,0
195,97,1,576,128,2,2,2,324,5834888,5892492,0,0,0
196,98,0,576,128,2,2,2,371,5871752,5929356,0,0,0
197,98,1,576,128,2,2,2,371,5892488,5953100,0,0,0
198,99,0,576,128,2,2,2,239,5929352,5989964,0,0,0
199,99,1,576,128,2,2,2,239,5953096,6005260,0,0,0
200,100,0,576,128,2,2,2,228,5989960,6042124,0,0,0
201,100,1,576,128,2,2,2,228,6005256,6056716,0,0,0
202,101,0,576,128,2,2,2,251,6042120,6093580,0,0,0
203,101,1,576,128,2,2,2,251,6056712,6109644,0,0,0
204,102,0,576,128,2,2,2,197,6093576,6146508,0,0,0
205,102,1,576,128,2,2,2,197,6109640,6159116,0,0,0
206,103,0,576,128,2,2,2,363,6146504,6195980,0,0,0
207,103,1,576,128,2,2,2,363,6159112,6219212,0,0,0
208,104,0,576,128,2,2,2,361,6195976,6256076,0,0,0
209,104,1,576,128,2,2,2,361,6219208,6279180,0,0,0
210,105,0,576,128,2,2,2,325,6256072,6316044,0,0,0
211,105,1,576,128,2,2,2,325,6279176,6336844,0,0,0
212,106,0,576,128,2,2,2,372,6316040,6373708,0,0,0
213,106,1,576,128,2,2,2,372,6336840,6397516,0,0,0
214,107,0,576,128,2,2,2,372,6373704,6434380,0,0,0
215,107,1,576,128,2,2,2,372,6397512,6458188,0,0,0
216,108,0,576,128,2,2,2,288,6434376,6495052,0,0,0
217,108,1,576,128,2,2,2,288,6458184,6513484,0,0,0
218,109,0,576,128,2,2,2,343,6495048,6550348,0,0,0
219,109,1,576,128,2,2,2,343,6513480,6572300,0,0,0
