window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,8,1,1,1,0,97,139,0,0,0
1,0,1,9,9,8,1,1,1,0,140,160,0,0,0
2,1,0,9,9,8,1,1,1,9,161,203,0,0,0
3,1,1,9,9,8,1,1,1,9,204,246,0,0,0
4,2,0,9,9,8,1,1,1,1,247,289,0,0,0
5,2,1,9,9,8,1,1,1,1,290,316,0,0,0
6,3,0,9,9,8,1,1,1,2,317,359,0,0,0
7,3,1,9,9,8,1,1,1,2,360,388,0,0,0
8,4,0,9,9,8,1,1,1,3,389,431,0,0,0
9,4,1,9,9,8,1,1,1,3,432,462,0,0,0
10,5,0,9,9,8,1,1,1,4,463,505,0,0,0
11,5,1,9,9,8,1,1,1,4,506,538,0,0,0
12,6,0,9,9,8,1,1,1,5,539,581,0,0,0
13,6,1,9,9,8,1,1,1,5,582,616,0,0,0
14,7,0,9,9,8,1,1,1,6,617,659,0,0,0
15,7,1,9,9,8,1,1,1,6,660,696,0,0,0
16,8,0,9,9,8,1,1,1,7,697,739,0,0,0
17,8,1,9,9,8,1,1,1,7,740,778,0,0,0
18,9,0,9,9,8,1,1,1,8,779,821,0,0,0
19,9,1,9,9,8,1,1,1,8,822,862,0,0,0
20,10,0,9,9,8,1,1,1,9,863,905,0,0,0
21,10,1,9,9,8,1,1,1,9,906,948,0,0,0
22,11,0,9,9,8,1,1,1,9,949,991,0,0,0
23,11,1,9,9,8,1,1,1,9,992,1034,0,0,0
24,12,0,9,9,8,1,1,1,4,1035,1077,0,0,0
25,12,1,9,9,8,1,1,1,4,1078,1110,0,0,0
26,13,0,9,9,8,1,1,1,0,1111,1153,0,0,0
27,13,1,9,9,8,1,1,1,0,1154,1174,0,0,0
