window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,8,2,3,1,0,97,129,0,0,0
1,0,1,9,9,8,2,3,1,0,107,140,0,0,0
2,1,0,9,9,8,2,3,1,9,125,161,0,0,0
3,1,1,9,9,8,2,3,1,9,135,181,0,0,0
4,2,0,9,9,8,2,3,1,1,157,201,0,0,0
5,2,1,9,9,8,2,3,1,1,177,212,0,0,0
6,3,0,9,9,8,2,3,1,2,197,233,0,0,0
7,3,1,9,9,8,2,3,1,2,207,245,0,0,0
8,4,0,9,9,8,2,3,1,3,229,266,0,0,0
9,4,1,9,9,8,2,3,1,3,239,279,0,0,0
10,5,0,9,9,8,2,3,1,4,262,300,0,0,0
11,5,1,9,9,8,2,3,1,4,272,314,0,0,0
12,6,0,9,9,8,2,3,1,5,296,335,0,0,0
13,6,1,9,9,8,2,3,1,5,306,350,0,0,0
14,7,0,9,9,8,2,3,1,6,331,371,0,0,0
15,7,1,9,9,8,2,3,1,6,343,387,0,0,0
16,8,0,9,9,8,2,3,1,7,367,408,0,0,0
17,8,1,9,9,8,2,3,1,7,381,425,0,0,0
18,9,0,9,9,8,2,3,1,8,404,446,0,0,0
19,9,1,9,9,8,2,3,1,8,420,464,0,0,0
20,10,0,9,9,8,2,3,1,9,442,485,0,0,0
21,10,1,9,9,8,2,3,1,9,460,505,0,0,0
22,11,0,9,9,8,2,3,1,9,481,525,0,0,0
23,11,1,9,9,8,2,3,1,9,501,545,0,0,0
24,12,0,9,9,8,2,3,1,4,521,565,0,0,0
25,12,1,9,9,8,2,3,1,4,541,579,0,0,0
26,13,0,9,9,8,2,3,1,0,561,600,0,0,0
27,13,1,9,9,8,2,3,1,0,571,611,0,0,0
