window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,4,3,2,0,97,137,0,0,0
1,0,1,9,9,4,3,2,0,107,146,0,0,0
2,1,0,9,9,4,3,2,9,134,174,0,0,0
3,1,1,9,9,4,3,2,9,144,201,0,0,0
4,2,0,9,9,4,3,2,1,171,228,0,0,0
5,2,1,9,9,4,3,2,1,198,237,0,0,0
6,3,0,9,9,4,3,2,2,225,265,0,0,0
7,3,1,9,9,4,3,2,2,235,275,0,0,0
8,4,0,9,9,4,3,2,3,262,302,0,0,0
9,4,1,9,9,4,3,2,3,272,313,0,0,0
10,5,0,9,9,4,3,2,4,299,339,0,0,0
11,5,1,9,9,4,3,2,4,309,351,0,0,0
12,6,0,9,9,4,3,2,5,336,378,0,0,0
13,6,1,9,9,4,3,2,5,348,393,0,0,0
14,7,0,9,9,4,3,2,6,375,420,0,0,0
15,7,1,9,9,4,3,2,6,390,438,0,0,0
16,8,0,9,9,4,3,2,7,417,465,0,0,0
17,8,1,9,9,4,3,2,7,435,486,0,0,0
18,9,0,9,9,4,3,2,8,462,513,0,0,0
19,9,1,9,9,4,3,2,8,483,537,0,0,0
20,10,0,9,9,4,3,2,9,510,564,0,0,0
21,10,1,9,9,4,3,2,9,534,591,0,0,0
22,11,0,9,9,4,3,2,9,561,618,0,0,0
23,11,1,9,9,4,3,2,9,588,645,0,0,0
24,12,0,9,9,4,3,2,4,615,672,0,0,0
25,12,1,9,9,4,3,2,4,642,684,0,0,0
26,13,0,9,9,4,3,2,0,669,711,0,0,0
27,13,1,9,9,4,3,2,0,681,720,0,0,0
