window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,1,9,8,2,3,2,0,105,150,12,0,0
1,0,1,1,9,8,2,3,2,0,107,183,12,0,0
2,1,0,1,9,8,2,3,2,1,109,230,12,0,0
3,1,1,1,9,8,2,3,2,1,151,263,12,0,0
4,2,0,1,9,8,2,3,2,1,184,310,12,0,0
5,2,1,1,9,8,2,3,2,1,231,343,12,0,0
6,3,0,1,9,8,2,3,2,1,264,390,12,0,0
7,3,1,1,9,8,2,3,2,1,311,423,12,0,0
8,4,0,1,9,8,2,3,2,0,344,470,12,0,0
9,4,1,1,9,8,2,3,2,0,391,503,12,0,0
10,5,0,1,9,8,2,3,2,0,424,550,12,0,0
11,5,1,1,9,8,2,3,2,0,471,583,12,0,0
