window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,8,2,3,4,0,97,122,0,0,0
1,0,1,9,9,8,2,3,4,0,107,134,0,0,0
2,1,0,9,9,8,2,3,4,9,117,148,0,0,0
3,1,1,9,9,8,2,3,4,9,127,162,0,0,0
4,2,0,9,9,8,2,3,4,1,139,176,0,0,0
5,2,1,9,9,8,2,3,4,1,153,188,0,0,0
6,3,0,9,9,8,2,3,4,2,167,202,0,0,0
7,3,1,9,9,8,2,3,4,2,177,214,0,0,0
8,4,0,9,9,8,2,3,4,3,193,228,0,0,0
9,4,1,9,9,8,2,3,4,3,203,240,0,0,0
10,5,0,9,9,8,2,3,4,4,219,254,0,0,0
11,5,1,9,9,8,2,3,4,4,229,267,0,0,0
12,6,0,9,9,8,2,3,4,5,245,281,0,0,0
13,6,1,9,9,8,2,3,4,5,257,294,0,0,0
14,7,0,9,9,8,2,3,4,6,272,308,0,0,0
15,7,1,9,9,8,2,3,4,6,284,322,0,0,0
16,8,0,9,9,8,2,3,4,7,299,336,0,0,0
17,8,1,9,9,8,2,3,4,7,313,350,0,0,0
18,9,0,9,9,8,2,3,4,8,327,364,0,0,0
19,9,1,9,9,8,2,3,4,8,341,377,0,0,0
20,10,0,9,9,8,2,3,4,9,355,391,0,0,0
21,10,1,9,9,8,2,3,4,9,367,405,0,0,0
22,11,0,9,9,8,2,3,4,9,382,419,0,0,0
23,11,1,9,9,8,2,3,4,9,396,433,0,0,0
24,12,0,9,9,8,2,3,4,4,410,447,0,0,0
25,12,1,9,9,8,2,3,4,4,424,460,0,0,0
26,13,0,9,9,8,2,3,4,0,438,474,0,0,0
27,13,1,9,9,8,2,3,4,0,450,486,0,0,0
