window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,2,3,2,1,0,97,155,0,0,0
1,0,1,9,9,2,3,2,1,0,107,164,0,0,0
2,1,0,9,9,2,3,2,1,9,152,210,0,0,0
3,1,1,9,9,2,3,2,1,9,162,255,0,0,0
4,2,0,9,9,2,3,2,1,1,207,300,0,0,0
5,2,1,9,9,2,3,2,1,1,252,309,0,0,0
6,3,0,9,9,2,3,2,1,2,297,355,0,0,0
7,3,1,9,9,2,3,2,1,2,307,365,0,0,0
8,4,0,9,9,2,3,2,1,3,352,410,0,0,0
9,4,1,9,9,2,3,2,1,3,362,425,0,0,0
10,5,0,9,9,2,3,2,1,4,407,470,0,0,0
11,5,1,9,9,2,3,2,1,4,422,490,0,0,0
12,6,0,9,9,2,3,2,1,5,467,535,0,0,0
13,6,1,9,9,2,3,2,1,5,487,560,0,0,0
14,7,0,9,9,2,3,2,1,6,532,605,0,0,0
15,7,1,9,9,2,3,2,1,6,557,635,0,0,0
16,8,0,9,9,2,3,2,1,7,602,680,0,0,0
17,8,1,9,9,2,3,2,1,7,632,715,0,0,0
18,9,0,9,9,2,3,2,1,8,677,760,0,0,0
19,9,1,9,9,2,3,2,1,8,712,800,0,0,0
20,10,0,9,9,2,3,2,1,9,757,845,0,0,0
21,10,1,9,9,2,3,2,1,9,797,890,0,0,0
22,11,0,9,9,2,3,2,1,9,842,935,0,0,0
23,11,1,9,9,2,3,2,1,9,887,980,0,0,0
24,12,0,9,9,2,3,2,1,4,932,1025,0,0,0
25,12,1,9,9,2,3,2,1,4,977,1045,0,0,0
26,13,0,9,9,2,3,2,1,0,1022,1090,0,0,0
27,13,1,9,9,2,3,2,1,0,1042,1099,0,0,0
