window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,8,3,1,0,97,158,12,0,0
1,0,1,9,9,8,3,1,0,159,206,12,0,0
2,1,0,9,9,8,3,1,9,207,270,12,0,0
3,1,1,9,9,8,3,1,9,271,334,12,0,0
4,2,0,9,9,8,3,1,1,335,398,12,0,0
5,2,1,9,9,8,3,1,1,399,446,12,0,0
6,3,0,9,9,8,3,1,2,447,510,12,0,0
7,3,1,9,9,8,3,1,2,511,559,12,0,0
8,4,0,9,9,8,3,1,3,560,622,12,0,0
9,4,1,9,9,8,3,1,3,623,672,12,0,0
10,5,0,9,9,8,3,1,4,673,734,12,0,0
11,5,1,9,9,8,3,1,4,735,785,12,0,0
12,6,0,9,9,8,3,1,5,786,846,12,0,0
13,6,1,9,9,8,3,1,5,847,910,12,0,0
14,7,0,9,9,8,3,1,6,911,974,12,0,0
15,7,1,9,9,8,3,1,6,975,1038,12,0,0
16,8,0,9,9,8,3,1,7,1039,1102,12,0,0
17,8,1,9,9,8,3,1,7,1103,1166,12,0,0
18,9,0,9,9,8,3,1,8,1167,1230,12,0,0
19,9,1,9,9,8,3,1,8,1231,1294,12,0,0
20,10,0,9,9,8,3,1,9,1295,1358,12,0,0
21,10,1,9,9,8,3,1,9,1359,1422,12,0,0
22,11,0,9,9,8,3,1,9,1423,1486,12,0,0
23,11,1,9,9,8,3,1,9,1487,1550,12,0,0
24,12,0,9,9,8,3,1,4,1551,1614,12,0,0
25,12,1,9,9,8,3,1,4,1615,1665,12,0,0
26,13,0,9,9,8,3,1,0,1666,1726,12,0,0
27,13,1,9,9,8,3,1,0,1727,1774,12,0,0
