window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,27,9,4,2,2,1,0,259,371,0,0,0
1,1,0,27,9,4,2,2,1,27,287,452,0,0,0
2,2,0,27,9,4,2,2,1,1,368,533,0,0,0
3,3,0,27,9,4,2,2,1,2,449,614,0,0,0
4,4,0,27,9,4,2,2,1,3,530,695,0,0,0
5,5,0,27,9,4,2,2,1,4,611,776,0,0,0
6,6,0,27,9,4,2,2,1,5,692,857,0,0,0
7,7,0,27,9,4,2,2,1,6,773,938,0,0,0
8,8,0,27,9,4,2,2,1,7,854,1019,0,0,0
9,9,0,27,9,4,2,2,1,8,935,1100,0,0,0
10,10,0,27,9,4,2,2,1,9,1016,1181,0,0,0
11,11,0,27,9,4,2,2,1,10,1097,1262,0,0,0
12,12,0,27,9,4,2,2,1,11,1178,1343,0,0,0
13,13,0,27,9,4,2,2,1,12,1259,1424,0,0,0
14,14,0,27,9,4,2,2,1,13,1340,1505,0,0,0
15,15,0,27,9,4,2,2,1,14,1421,1586,0,0,0
16,16,0,27,9,4,2,2,1,15,1502,1667,0,0,0
17,17,0,27,9,4,2,2,1,16,1583,1748,0,0,0
18,18,0,27,9,4,2,2,1,17,1664,1829,0,0,0
19,19,0,27,9,4,2,2,1,18,1745,1910,0,0,0
20,20,0,27,9,4,2,2,1,19,1826,1991,0,0,0
21,21,0,27,9,4,2,2,1,20,1907,2072,0,0,0
22,22,0,27,9,4,2,2,1,21,1988,2153,0,0,0
23,23,0,27,9,4,2,2,1,22,2069,2234,0,0,0
24,24,0,27,9,4,2,2,1,23,2150,2315,0,0,0
25,25,0,27,9,4,2,2,1,24,2231,2396,0,0,0
26,26,0,27,9,4,2,2,1,25,2312,2477,0,0,0
27,27,0,27,9,4,2,2,1,26,2393,2558,0,0,0
28,28,0,27,9,4,2,2,1,27,2474,2639,0,0,0
29,29,0,27,9,4,2,2,1,27,2555,2720,0,0,0
30,30,0,27,9,4,2,2,1,13,2636,2801,0,0,0
31,31,0,27,9,4,2,2,1,0,2717,2882,0,0,0
