window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,1,2,3,2,0,97,156,0,0,0
1,0,1,9,9,1,2,3,2,0,107,177,0,0,0
2,1,0,9,9,1,2,3,2,9,152,225,0,0,0
3,1,1,9,9,1,2,3,2,9,173,270,0,0,0
4,2,0,9,9,1,2,3,2,1,221,315,0,0,0
5,2,1,9,9,1,2,3,2,1,266,336,0,0,0
6,3,0,9,9,1,2,3,2,2,311,384,0,0,0
7,3,1,9,9,1,2,3,2,2,332,405,0,0,0
8,4,0,9,9,1,2,3,2,3,380,453,0,0,0
9,4,1,9,9,1,2,3,2,3,401,479,0,0,0
10,5,0,9,9,1,2,3,2,4,449,526,0,0,0
11,5,1,9,9,1,2,3,2,4,475,557,0,0,0
12,6,0,9,9,1,2,3,2,5,522,603,0,0,0
13,6,1,9,9,1,2,3,2,5,553,639,0,0,0
14,7,0,9,9,1,2,3,2,6,599,684,0,0,0
15,7,1,9,9,1,2,3,2,6,635,715,0,0,0
16,8,0,9,9,1,2,3,2,7,680,761,0,0,0
17,8,1,9,9,1,2,3,2,7,711,797,0,0,0
18,9,0,9,9,1,2,3,2,8,757,842,0,0,0
19,9,1,9,9,1,2,3,2,8,793,878,0,0,0
20,10,0,9,9,1,2,3,2,9,838,923,0,0,0
21,10,1,9,9,1,2,3,2,9,874,968,0,0,0
22,11,0,9,9,1,2,3,2,9,919,1013,0,0,0
23,11,1,9,9,1,2,3,2,9,964,1058,0,0,0
24,12,0,9,9,1,2,3,2,4,1009,1103,0,0,0
25,12,1,9,9,1,2,3,2,4,1054,1139,0,0,0
26,13,0,9,9,1,2,3,2,0,1099,1184,0,0,0
27,13,1,9,9,1,2,3,2,0,1135,1205,0,0,0
