window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,1,2,3,1,0,97,192,0,0,0
1,0,1,9,9,1,2,3,1,0,107,213,0,0,0
2,1,0,9,9,1,2,3,1,9,188,297,0,0,0
3,1,1,9,9,1,2,3,1,9,209,378,0,0,0
4,2,0,9,9,1,2,3,1,1,293,459,0,0,0
5,2,1,9,9,1,2,3,1,1,374,480,0,0,0
6,3,0,9,9,1,2,3,1,2,455,564,0,0,0
7,3,1,9,9,1,2,3,1,2,476,590,0,0,0
8,4,0,9,9,1,2,3,1,3,560,673,0,0,0
9,4,1,9,9,1,2,3,1,3,586,704,0,0,0
10,5,0,9,9,1,2,3,1,4,669,786,0,0,0
11,5,1,9,9,1,2,3,1,4,700,822,0,0,0
12,6,0,9,9,1,2,3,1,5,782,903,0,0,0
13,6,1,9,9,1,2,3,1,5,818,948,0,0,0
14,7,0,9,9,1,2,3,1,6,899,1029,0,0,0
15,7,1,9,9,1,2,3,1,6,944,1083,0,0,0
16,8,0,9,9,1,2,3,1,7,1025,1164,0,0,0
17,8,1,9,9,1,2,3,1,7,1079,1227,0,0,0
18,9,0,9,9,1,2,3,1,8,1160,1308,0,0,0
19,9,1,9,9,1,2,3,1,8,1223,1380,0,0,0
20,10,0,9,9,1,2,3,1,9,1304,1461,0,0,0
21,10,1,9,9,1,2,3,1,9,1376,1542,0,0,0
22,11,0,9,9,1,2,3,1,9,1457,1623,0,0,0
23,11,1,9,9,1,2,3,1,9,1538,1704,0,0,0
24,12,0,9,9,1,2,3,1,4,1619,1785,0,0,0
25,12,1,9,9,1,2,3,1,4,1700,1821,0,0,0
26,13,0,9,9,1,2,3,1,0,1781,1902,0,0,0
27,13,1,9,9,1,2,3,1,0,1817,1923,0,0,0
