window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,8,2,3,8,0,97,121,0,0,0
1,0,1,9,9,8,2,3,8,0,107,133,0,0,0
2,1,0,9,9,8,2,3,8,9,117,146,0,0,0
3,1,1,9,9,8,2,3,8,9,127,159,0,0,0
4,2,0,9,9,8,2,3,8,1,137,172,0,0,0
5,2,1,9,9,8,2,3,8,1,149,184,0,0,0
6,3,0,9,9,8,2,3,8,2,162,197,0,0,0
7,3,1,9,9,8,2,3,8,2,173,209,0,0,0
8,4,0,9,9,8,2,3,8,3,187,222,0,0,0
9,4,1,9,9,8,2,3,8,3,198,234,0,0,0
10,5,0,9,9,8,2,3,8,4,212,247,0,0,0
11,5,1,9,9,8,2,3,8,4,223,259,0,0,0
12,6,0,9,9,8,2,3,8,5,237,272,0,0,0
13,6,1,9,9,8,2,3,8,5,248,284,0,0,0
14,7,0,9,9,8,2,3,8,6,262,297,0,0,0
15,7,1,9,9,8,2,3,8,6,273,310,0,0,0
16,8,0,9,9,8,2,3,8,7,287,323,0,0,0
17,8,1,9,9,8,2,3,8,7,300,336,0,0,0
18,9,0,9,9,8,2,3,8,8,313,349,0,0,0
19,9,1,9,9,8,2,3,8,8,326,361,0,0,0
20,10,0,9,9,8,2,3,8,9,339,374,0,0,0
21,10,1,9,9,8,2,3,8,9,350,387,0,0,0
22,11,0,9,9,8,2,3,8,9,364,400,0,0,0
23,11,1,9,9,8,2,3,8,9,377,413,0,0,0
24,12,0,9,9,8,2,3,8,4,390,426,0,0,0
25,12,1,9,9,8,2,3,8,4,403,438,0,0,0
26,13,0,9,9,8,2,3,8,0,416,451,0,0,0
27,13,1,9,9,8,2,3,8,0,427,463,0,0,0
