window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,2,2,3,4,0,97,158,12,0,0
1,0,1,9,9,2,2,3,4,0,107,192,12,0,0
2,1,0,9,9,2,2,3,4,9,146,238,12,0,0
3,1,1,9,9,2,2,3,4,9,178,272,12,0,0
4,2,0,9,9,2,2,3,4,1,226,318,12,0,0
5,2,1,9,9,2,2,3,4,1,261,352,12,0,0
6,3,0,9,9,2,2,3,4,2,306,398,12,0,0
7,3,1,9,9,2,2,3,4,2,338,432,12,0,0
8,4,0,9,9,2,2,3,4,3,386,478,12,0,0
9,4,1,9,9,2,2,3,4,3,418,512,12,0,0
10,5,0,9,9,2,2,3,4,4,466,558,12,0,0
11,5,1,9,9,2,2,3,4,4,498,592,12,0,0
12,6,0,9,9,2,2,3,4,5,546,638,12,0,0
13,6,1,9,9,2,2,3,4,5,579,672,12,0,0
14,7,0,9,9,2,2,3,4,6,626,718,12,0,0
15,7,1,9,9,2,2,3,4,6,659,752,12,0,0
16,8,0,9,9,2,2,3,4,7,706,798,12,0,0
17,8,1,9,9,2,2,3,4,7,741,832,12,0,0
18,9,0,9,9,2,2,3,4,8,786,878,12,0,0
19,9,1,9,9,2,2,3,4,8,821,912,12,0,0
20,10,0,9,9,2,2,3,4,9,866,958,12,0,0
21,10,1,9,9,2,2,3,4,9,899,992,12,0,0
22,11,0,9,9,2,2,3,4,9,946,1038,12,0,0
23,11,1,9,9,2,2,3,4,9,981,1072,12,0,0
24,12,0,9,9,2,2,3,4,4,1026,1118,12,0,0
25,12,1,9,9,2,2,3,4,4,1061,1152,12,0,0
26,13,0,9,9,2,2,3,4,0,1106,1198,12,0,0
27,13,1,9,9,2,2,3,4,0,1139,1232,12,0,0
