window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,1,3,1,0,97,192,12,0,0
1,0,1,9,9,1,3,1,0,193,270,12,0,0
2,1,0,9,9,1,3,1,9,271,367,12,0,0
3,1,1,9,9,1,3,1,9,368,463,12,0,0
4,2,0,9,9,1,3,1,1,464,559,12,0,0
5,2,1,9,9,1,3,1,1,560,608,12,0,0
6,3,0,9,9,1,3,1,2,609,704,12,0,0
7,3,1,9,9,1,3,1,2,705,767,12,0,0
8,4,0,9,9,1,3,1,3,768,863,12,0,0
9,4,1,9,9,1,3,1,3,864,927,12,0,0
10,5,0,9,9,1,3,1,4,928,1023,12,0,0
11,5,1,9,9,1,3,1,4,1024,1088,12,0,0
12,6,0,9,9,1,3,1,5,1089,1184,12,0,0
13,6,1,9,9,1,3,1,5,1185,1248,12,0,0
14,7,0,9,9,1,3,1,6,1249,1344,12,0,0
15,7,1,9,9,1,3,1,6,1345,1422,12,0,0
16,8,0,9,9,1,3,1,7,1423,1519,12,0,0
17,8,1,9,9,1,3,1,7,1520,1599,12,0,0
18,9,0,9,9,1,3,1,8,1600,1695,12,0,0
19,9,1,9,9,1,3,1,8,1696,1790,12,0,0
20,10,0,9,9,1,3,1,9,1791,1887,12,0,0
21,10,1,9,9,1,3,1,9,1888,1983,12,0,0
22,11,0,9,9,1,3,1,9,1984,2079,12,0,0
23,11,1,9,9,1,3,1,9,2080,2175,12,0,0
24,12,0,9,9,1,3,1,4,2176,2271,12,0,0
25,12,1,9,9,1,3,1,4,2272,2336,12,0,0
26,13,0,9,9,1,3,1,0,2337,2432,12,0,0
27,13,1,9,9,1,3,1,0,2433,2510,12,0,0
