window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,8,2,3,1,0,97,158,12,0,0
1,0,1,9,9,8,2,3,1,0,107,191,12,0,0
2,1,0,9,9,8,2,3,1,9,125,238,12,0,0
3,1,1,9,9,8,2,3,1,9,159,271,12,0,0
4,2,0,9,9,8,2,3,1,1,208,318,12,0,0
5,2,1,9,9,8,2,3,1,1,247,351,12,0,0
6,3,0,9,9,8,2,3,1,2,288,398,12,0,0
7,3,1,9,9,8,2,3,1,2,319,431,12,0,0
8,4,0,9,9,8,2,3,1,3,368,478,12,0,0
9,4,1,9,9,8,2,3,1,3,400,511,12,0,0
10,5,0,9,9,8,2,3,1,4,448,558,12,0,0
11,5,1,9,9,8,2,3,1,4,481,591,12,0,0
12,6,0,9,9,8,2,3,1,5,528,638,12,0,0
13,6,1,9,9,8,2,3,1,5,562,671,12,0,0
14,7,0,9,9,8,2,3,1,6,608,718,12,0,0
15,7,1,9,9,8,2,3,1,6,643,751,12,0,0
16,8,0,9,9,8,2,3,1,7,688,798,12,0,0
17,8,1,9,9,8,2,3,1,7,724,831,12,0,0
18,9,0,9,9,8,2,3,1,8,768,878,12,0,0
19,9,1,9,9,8,2,3,1,8,805,911,12,0,0
20,10,0,9,9,8,2,3,1,9,848,958,12,0,0
21,10,1,9,9,8,2,3,1,9,886,991,12,0,0
22,11,0,9,9,8,2,3,1,9,928,1038,12,0,0
23,11,1,9,9,8,2,3,1,9,967,1071,12,0,0
24,12,0,9,9,8,2,3,1,4,1008,1118,12,0,0
25,12,1,9,9,8,2,3,1,4,1047,1151,12,0,0
26,13,0,9,9,8,2,3,1,0,1088,1198,12,0,0
27,13,1,9,9,8,2,3,1,0,1122,1231,12,0,0
