window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,2,2,3,1,0,97,174,12,0,0
1,0,1,9,9,2,2,3,1,0,107,208,12,0,0
2,1,0,9,9,2,2,3,1,9,160,270,12,0,0
3,1,1,9,9,2,2,3,1,9,194,318,12,0,0
4,2,0,9,9,2,2,3,1,1,257,368,12,0,0
5,2,1,9,9,2,2,3,1,1,312,414,12,0,0
6,3,0,9,9,2,2,3,1,2,362,462,12,0,0
7,3,1,9,9,2,2,3,1,2,400,496,12,0,0
8,4,0,9,9,2,2,3,1,3,456,558,12,0,0
9,4,1,9,9,2,2,3,1,3,483,592,12,0,0
10,5,0,9,9,2,2,3,1,4,545,654,12,0,0
11,5,1,9,9,2,2,3,1,4,581,688,12,0,0
12,6,0,9,9,2,2,3,1,5,641,750,12,0,0
13,6,1,9,9,2,2,3,1,5,679,784,12,0,0
14,7,0,9,9,2,2,3,1,6,737,846,12,0,0
15,7,1,9,9,2,2,3,1,6,777,880,12,0,0
16,8,0,9,9,2,2,3,1,7,833,942,12,0,0
17,8,1,9,9,2,2,3,1,7,875,977,12,0,0
18,9,0,9,9,2,2,3,1,8,929,1038,12,0,0
19,9,1,9,9,2,2,3,1,8,973,1086,12,0,0
20,10,0,9,9,2,2,3,1,9,1025,1136,12,0,0
21,10,1,9,9,2,2,3,1,9,1079,1198,12,0,0
22,11,0,9,9,2,2,3,1,9,1130,1246,12,0,0
23,11,1,9,9,2,2,3,1,9,1185,1296,12,0,0
24,12,0,9,9,2,2,3,1,4,1240,1358,12,0,0
25,12,1,9,9,2,2,3,1,4,1290,1392,12,0,0
26,13,0,9,9,2,2,3,1,0,1345,1454,12,0,0
27,13,1,9,9,2,2,3,1,0,1383,1488,12,0,0
