window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,1,1,2,0,97,215,0,0,0
1,0,1,9,9,1,1,2,0,107,251,0,0,0
2,1,0,9,9,1,1,2,9,212,359,0,0,0
3,1,1,9,9,1,1,2,9,248,467,0,0,0
4,2,0,9,9,1,1,2,1,356,575,0,0,0
5,2,1,9,9,1,1,2,1,464,611,0,0,0
6,3,0,9,9,1,1,2,2,572,719,0,0,0
7,3,1,9,9,1,1,2,2,608,764,0,0,0
8,4,0,9,9,1,1,2,3,716,872,0,0,0
9,4,1,9,9,1,1,2,3,761,926,0,0,0
10,5,0,9,9,1,1,2,4,869,1034,0,0,0
11,5,1,9,9,1,1,2,4,923,1097,0,0,0
12,6,0,9,9,1,1,2,5,1031,1205,0,0,0
13,6,1,9,9,1,1,2,5,1094,1277,0,0,0
14,7,0,9,9,1,1,2,6,1202,1385,0,0,0
15,7,1,9,9,1,1,2,6,1274,1466,0,0,0
16,8,0,9,9,1,1,2,7,1382,1574,0,0,0
17,8,1,9,9,1,1,2,7,1463,1664,0,0,0
18,9,0,9,9,1,1,2,8,1571,1772,0,0,0
19,9,1,9,9,1,1,2,8,1661,1871,0,0,0
20,10,0,9,9,1,1,2,9,1769,1979,0,0,0
21,10,1,9,9,1,1,2,9,1868,2087,0,0,0
22,11,0,9,9,1,1,2,9,1976,2195,0,0,0
23,11,1,9,9,1,1,2,9,2084,2303,0,0,0
24,12,0,9,9,1,1,2,4,2192,2411,0,0,0
25,12,1,9,9,1,1,2,4,2300,2474,0,0,0
26,13,0,9,9,1,1,2,0,2408,2582,0,0,0
27,13,1,9,9,1,1,2,0,2471,2618,0,0,0
