window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,2,1,2,1,0,97,171,0,0,0
1,0,1,9,9,2,1,2,1,0,107,195,0,0,0
2,1,0,9,9,2,1,2,1,9,168,259,0,0,0
3,1,1,9,9,2,1,2,1,9,192,323,0,0,0
4,2,0,9,9,2,1,2,1,1,256,387,0,0,0
5,2,1,9,9,2,1,2,1,1,320,411,0,0,0
6,3,0,9,9,2,1,2,1,2,384,475,0,0,0
7,3,1,9,9,2,1,2,1,2,408,504,0,0,0
8,4,0,9,9,2,1,2,1,3,472,568,0,0,0
9,4,1,9,9,2,1,2,1,3,501,602,0,0,0
10,5,0,9,9,2,1,2,1,4,565,666,0,0,0
11,5,1,9,9,2,1,2,1,4,599,705,0,0,0
12,6,0,9,9,2,1,2,1,5,663,769,0,0,0
13,6,1,9,9,2,1,2,1,5,702,813,0,0,0
14,7,0,9,9,2,1,2,1,6,766,877,0,0,0
15,7,1,9,9,2,1,2,1,6,810,926,0,0,0
16,8,0,9,9,2,1,2,1,7,874,990,0,0,0
17,8,1,9,9,2,1,2,1,7,923,1044,0,0,0
18,9,0,9,9,2,1,2,1,8,987,1108,0,0,0
19,9,1,9,9,2,1,2,1,8,1041,1167,0,0,0
20,10,0,9,9,2,1,2,1,9,1105,1231,0,0,0
21,10,1,9,9,2,1,2,1,9,1164,1295,0,0,0
22,11,0,9,9,2,1,2,1,9,1228,1359,0,0,0
23,11,1,9,9,2,1,2,1,9,1292,1423,0,0,0
24,12,0,9,9,2,1,2,1,4,1356,1487,0,0,0
25,12,1,9,9,2,1,2,1,4,1420,1526,0,0,0
26,13,0,9,9,2,1,2,1,0,1484,1590,0,0,0
27,13,1,9,9,2,1,2,1,0,1523,1614,0,0,0
