window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,576,128,8,2,2,277,73863,83687,12,0,0
1,0,1,576,128,8,2,2,277,74440,88119,12,0,0
2,1,0,576,128,8,2,2,348,83656,97335,12,0,0
3,1,1,576,128,8,2,2,348,88088,102903,12,0,0
4,2,0,576,128,8,2,2,377,97304,112119,12,0,0
5,2,1,576,128,8,2,2,377,102872,118151,12,0,0
6,3,0,576,128,8,2,2,382,112088,127367,12,0,0
7,3,1,576,128,8,2,2,382,118120,133479,12,0,0
8,4,0,576,128,8,2,2,341,127336,142695,12,0,0
9,4,1,576,128,8,2,2,341,133448,148151,12,0,0
10,5,0,576,128,8,2,2,412,142664,157367,12,0,0
11,5,1,576,128,8,2,2,412,148120,163959,12,0,0
12,6,0,576,128,8,2,2,374,157336,173175,12,0,0
13,6,1,576,128,8,2,2,374,163928,179159,12,0,0
14,7,0,576,128,8,2,2,356,173144,188375,12,0,0
15,7,1,576,128,8,2,2,356,179128,194071,12,0,0
16,8,0,576,128,8,2,2,341,188344,203287,12,0,0
17,8,1,576,128,8,2,2,341,194040,208743,12,0,0
18,9,0,576,128,8,2,2,307,203256,217959,12,0,0
19,9,1,576,128,8,2,2,307,208712,222871,12,0,0
20,10,0,576,128,8,2,2,395,217928,232087,12,0,0
21,10,1,576,128,8,2,2,395,222840,238407,12,0,0
22,11,0,576,128,8,2,2,371,232056,247623,12,0,0
23,11,1,576,128,8,2,2,371,238376,253559,12,0,0
24,12,0,576,128,8,2,2,365,247592,262775,12,0,0
25,12,1,576,128,8,2,2,365,253528,268615,12,0,0
26,13,0,576,128,8,2,2,386,262744,277831,12,0,0
27,13,1,576,128,8,2,2,386,268584,284007,12,0,0
28,14,0,576,128,8,2,2,381,277800,293223,12,0,0
29,14,1,576,128,8,2,2,381,283976,299319,12,0,0
30,15,0,576,128,8,2,2,357,293192,308535,12,0,0
31,15,1,576,128,8,2,2,357,299288,314247,12,0,0
32,16,0,576,128,8,2,2,381,308504,323463,12,0,0
33,16,1,576,128,8,2,2,381,314216,329559,12,0,0
34,17,0,576,128,8,2,2,403,323432,338775,12,0,0
35,17,1,576,128,8,2,2,403,329528,345223,12,0,0
36,18,0,576,128,8,2,2,357,338744,354439,12,0,0
37,18,1,576,128,8,2,2,357,345192,360151,12,0,0
38,19,0,576,128,8,2,2,342,354408,369367,12,0,0
39,19,1,576,128,8,2,2,342,360120,374839,12,0,0
40,20,0,576,128,8,2,2,378,369336,384055,12,0,0
41,20,1,576,128,8,2,2,378,374808,390103,12,0,0
42,21,0,576,128,8,2,2,379,384024,399319,12,0,0
43,21,1,576,128,8,2,2,379,390072,405383,12,0,0
44,22,0,576,128,8,2,2,385,399288,414599,12,0,0
45,22,1,576,128,8,2,2,385,405352,420759,12,0,0
46,23,0,576,128,8,2,2,229,414568,429975,12,0,0
47,23,1,576,128,8,2,2,229,420728,433639,12,0,0
48,24,0,576,128,8,2,2,364,429944,442855,12,0,0
49,24,1,576,128,8,2,2,364,433608,448679,12,0,0
50,25,0,576,128,8,2,2,334,442824,457895,12,0,0
51,25,1,576,128,8,2,2,334,448648,463239,12,0,0
