window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,1,2,1,0,97,206,12,0,0
1,0,1,9,9,1,2,1,0,207,286,12,0,0
2,1,0,9,9,1,2,1,9,287,398,12,0,0
3,1,1,9,9,1,2,1,9,399,510,12,0,0
4,2,0,9,9,1,2,1,1,511,622,12,0,0
5,2,1,9,9,1,2,1,1,623,702,12,0,0
6,3,0,9,9,1,2,1,2,703,814,12,0,0
7,3,1,9,9,1,2,1,2,815,894,12,0,0
8,4,0,9,9,1,2,1,3,895,1006,12,0,0
9,4,1,9,9,1,2,1,3,1007,1087,12,0,0
10,5,0,9,9,1,2,1,4,1088,1198,12,0,0
11,5,1,9,9,1,2,1,4,1199,1279,12,0,0
12,6,0,9,9,1,2,1,5,1280,1390,12,0,0
13,6,1,9,9,1,2,1,5,1391,1486,12,0,0
14,7,0,9,9,1,2,1,6,1487,1598,12,0,0
15,7,1,9,9,1,2,1,6,1599,1694,12,0,0
16,8,0,9,9,1,2,1,7,1695,1806,12,0,0
17,8,1,9,9,1,2,1,7,1807,1902,12,0,0
18,9,0,9,9,1,2,1,8,1903,2014,12,0,0
19,9,1,9,9,1,2,1,8,2015,2110,12,0,0
20,10,0,9,9,1,2,1,9,2111,2222,12,0,0
21,10,1,9,9,1,2,1,9,2223,2334,12,0,0
22,11,0,9,9,1,2,1,9,2335,2446,12,0,0
23,11,1,9,9,1,2,1,9,2447,2558,12,0,0
24,12,0,9,9,1,2,1,4,2559,2670,12,0,0
25,12,1,9,9,1,2,1,4,2671,2751,12,0,0
26,13,0,9,9,1,2,1,0,2752,2862,12,0,0
27,13,1,9,9,1,2,1,0,2863,2942,12,0,0
