window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,27,9,4,2,1,1,0,422,696,12,2,1
1,0,1,27,9,4,2,1,1,0,697,744,12,2,1
2,1,0,27,9,4,2,1,1,27,745,867,12,2,1
3,1,1,27,9,4,2,1,1,27,868,989,12,2,1
4,2,0,27,9,4,2,1,1,1,990,1114,12,2,1
5,2,1,27,9,4,2,1,1,1,1115,1171,12,2,1
6,3,0,27,9,4,2,1,1,2,1172,1293,12,2,1
7,3,1,27,9,4,2,1,1,2,1294,1350,12,2,1
8,4,0,27,9,4,2,1,1,3,1351,1475,12,2,1
9,4,1,27,9,4,2,1,1,3,1476,1534,12,2,1
10,5,0,27,9,4,2,1,1,4,1535,1656,12,2,1
11,5,1,27,9,4,2,1,1,4,1657,1713,12,2,1
12,6,0,27,9,4,2,1,1,5,1714,1836,12,2,1
13,6,1,27,9,4,2,1,1,5,1837,1897,12,2,1
14,7,0,27,9,4,2,1,1,6,1898,2026,12,2,1
15,7,1,27,9,4,2,1,1,6,2027,2092,12,2,1
16,8,0,27,9,4,2,1,1,7,2093,2216,12,2,1
17,8,1,27,9,4,2,1,1,7,2217,2284,12,2,1
18,9,0,27,9,4,2,1,1,8,2285,2406,12,2,1
19,9,1,27,9,4,2,1,1,8,2407,2482,12,2,1
20,10,0,27,9,4,2,1,1,9,2483,2604,12,2,1
21,10,1,27,9,4,2,1,1,9,2605,2674,12,2,1
22,11,0,27,9,4,2,1,1,10,2675,2796,12,2,1
23,11,1,27,9,4,2,1,1,10,2797,2867,12,2,1
24,12,0,27,9,4,2,1,1,11,2868,2995,12,2,1
25,12,1,27,9,4,2,1,1,11,2996,3071,12,2,1
26,13,0,27,9,4,2,1,1,12,3072,3193,12,2,1
27,13,1,27,9,4,2,1,1,12,3194,3270,12,2,1
28,14,0,27,9,4,2,1,1,13,3271,3394,12,2,1
29,14,1,27,9,4,2,1,1,13,3395,3474,12,2,1
30,15,0,27,9,4,2,1,1,14,3475,3603,12,2,1
31,15,1,27,9,4,2,1,1,14,3604,3686,12,2,1
32,16,0,27,9,4,2,1,1,15,3687,3812,12,2,1
33,16,1,27,9,4,2,1,1,15,3813,3898,12,2,1
34,17,0,27,9,4,2,1,1,16,3899,4021,12,2,1
35,17,1,27,9,4,2,1,1,16,4022,4116,12,2,1
36,18,0,27,9,4,2,1,1,17,4117,4238,12,2,1
37,18,1,27,9,4,2,1,1,17,4239,4330,12,2,1
38,19,0,27,9,4,2,1,1,18,4331,4458,12,2,1
39,19,1,27,9,4,2,1,1,18,4459,4553,12,2,1
40,20,0,27,9,4,2,1,1,19,4554,4675,12,2,1
41,20,1,27,9,4,2,1,1,19,4676,4773,12,2,1
42,21,0,27,9,4,2,1,1,20,4774,4895,12,2,1
43,21,1,27,9,4,2,1,1,20,4896,4996,12,2,1
44,22,0,27,9,4,2,1,1,21,4997,5123,12,2,1
45,22,1,27,9,4,2,1,1,21,5124,5227,12,2,1
46,23,0,27,9,4,2,1,1,22,5228,5351,12,2,1
47,23,1,27,9,4,2,1,1,22,5352,5465,12,2,1
48,24,0,27,9,4,2,1,1,23,5466,5587,12,2,1
49,24,1,27,9,4,2,1,1,23,5588,5697,12,2,1
50,25,0,27,9,4,2,1,1,24,5698,5826,12,2,1
51,25,1,27,9,4,2,1,1,24,5827,5940,12,2,1
52,26,0,27,9,4,2,1,1,25,5941,6062,12,2,1
53,26,1,27,9,4,2,1,1,25,6063,6178,12,2,1
54,27,0,27,9,4,2,1,1,26,6179,6301,12,2,1
55,27,1,27,9,4,2,1,1,26,6302,6420,12,2,1
56,28,0,27,9,4,2,1,1,27,6421,6548,12,2,1
57,28,1,27,9,4,2,1,1,27,6549,6670,12,2,1
58,29,0,27,9,4,2,1,1,27,6671,6795,12,2,1
59,29,1,27,9,4,2,1,1,27,6796,6917,12,2,1
60,30,0,27,9,4,2,1,1,13,6918,7042,12,2,1
61,30,1,27,9,4,2,1,1,13,7043,7122,12,2,1
62,31,0,27,9,4,2,1,1,0,7123,7251,12,2,1
63,31,1,27,9,4,2,1,1,0,7252,7299,12,2,1
