window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,4,2,0,1,0,97,174,12,0,0
1,0,1,9,9,4,2,0,1,0,175,222,12,0,0
2,1,0,9,9,4,2,0,1,9,223,302,12,0,0
3,1,1,9,9,4,2,0,1,9,303,382,12,0,0
4,2,0,9,9,4,2,0,1,1,383,462,12,0,0
5,2,1,9,9,4,2,0,1,1,463,510,12,0,0
6,3,0,9,9,4,2,0,1,2,511,590,12,0,0
7,3,1,9,9,4,2,0,1,2,591,654,12,0,0
8,4,0,9,9,4,2,0,1,3,655,734,12,0,0
9,4,1,9,9,4,2,0,1,3,735,798,12,0,0
10,5,0,9,9,4,2,0,1,4,799,878,12,0,0
11,5,1,9,9,4,2,0,1,4,879,942,12,0,0
12,6,0,9,9,4,2,0,1,5,943,1022,12,0,0
13,6,1,9,9,4,2,0,1,5,1023,1086,12,0,0
14,7,0,9,9,4,2,0,1,6,1087,1166,12,0,0
15,7,1,9,9,4,2,0,1,6,1167,1230,12,0,0
16,8,0,9,9,4,2,0,1,7,1231,1310,12,0,0
17,8,1,9,9,4,2,0,1,7,1311,1374,12,0,0
18,9,0,9,9,4,2,0,1,8,1375,1454,12,0,0
19,9,1,9,9,4,2,0,1,8,1455,1518,12,0,0
20,10,0,9,9,4,2,0,1,9,1519,1598,12,0,0
21,10,1,9,9,4,2,0,1,9,1599,1678,12,0,0
22,11,0,9,9,4,2,0,1,9,1679,1758,12,0,0
23,11,1,9,9,4,2,0,1,9,1759,1838,12,0,0
24,12,0,9,9,4,2,0,1,4,1839,1918,12,0,0
25,12,1,9,9,4,2,0,1,4,1919,1982,12,0,0
26,13,0,9,9,4,2,0,1,0,1983,2062,12,0,0
27,13,1,9,9,4,2,0,1,0,2063,2110,12,0,0
