window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,4,1,1,1,0,97,150,0,0,0
1,0,1,9,9,4,1,1,1,0,151,172,0,0,0
2,1,0,9,9,4,1,1,1,9,173,226,0,0,0
3,1,1,9,9,4,1,1,1,9,227,280,0,0,0
4,2,0,9,9,4,1,1,1,1,281,334,0,0,0
5,2,1,9,9,4,1,1,1,1,335,364,0,0,0
6,3,0,9,9,4,1,1,1,2,365,418,0,0,0
7,3,1,9,9,4,1,1,1,2,419,451,0,0,0
8,4,0,9,9,4,1,1,1,3,452,505,0,0,0
9,4,1,9,9,4,1,1,1,3,506,541,0,0,0
10,5,0,9,9,4,1,1,1,4,542,595,0,0,0
11,5,1,9,9,4,1,1,1,4,596,634,0,0,0
12,6,0,9,9,4,1,1,1,5,635,688,0,0,0
13,6,1,9,9,4,1,1,1,5,689,730,0,0,0
14,7,0,9,9,4,1,1,1,6,731,784,0,0,0
15,7,1,9,9,4,1,1,1,6,785,829,0,0,0
16,8,0,9,9,4,1,1,1,7,830,883,0,0,0
17,8,1,9,9,4,1,1,1,7,884,931,0,0,0
18,9,0,9,9,4,1,1,1,8,932,985,0,0,0
19,9,1,9,9,4,1,1,1,8,986,1036,0,0,0
20,10,0,9,9,4,1,1,1,9,1037,1090,0,0,0
21,10,1,9,9,4,1,1,1,9,1091,1144,0,0,0
22,11,0,9,9,4,1,1,1,9,1145,1198,0,0,0
23,11,1,9,9,4,1,1,1,9,1199,1252,0,0,0
24,12,0,9,9,4,1,1,1,4,1253,1306,0,0,0
25,12,1,9,9,4,1,1,1,4,1307,1345,0,0,0
26,13,0,9,9,4,1,1,1,0,1346,1399,0,0,0
27,13,1,9,9,4,1,1,1,0,1400,1421,0,0,0
