window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,17,8,2,3,3,0,177,218,4,0,0
1,0,1,9,17,8,2,3,3,0,187,246,4,0,0
2,1,0,9,17,8,2,3,3,9,208,268,4,0,0
3,1,1,9,17,8,2,3,3,9,234,298,4,0,0
4,2,0,9,17,8,2,3,3,1,258,328,4,0,0
5,2,1,9,17,8,2,3,3,1,288,352,4,0,0
6,3,0,9,17,8,2,3,3,2,318,378,4,0,0
7,3,1,9,17,8,2,3,3,2,344,407,4,0,0
8,4,0,9,17,8,2,3,3,3,368,433,4,0,0
9,4,1,9,17,8,2,3,3,3,396,458,4,0,0
10,5,0,9,17,8,2,3,3,4,427,488,4,0,0
11,5,1,9,17,8,2,3,3,4,446,513,4,0,0
12,6,0,9,17,8,2,3,3,5,478,539,4,0,0
13,6,1,9,17,8,2,3,3,5,506,568,4,0,0
14,7,0,9,17,8,2,3,3,6,529,598,4,0,0
15,7,1,9,17,8,2,3,3,6,557,620,4,0,0
16,8,0,9,17,8,2,3,3,7,588,650,4,0,0
17,8,1,9,17,8,2,3,3,7,610,680,4,0,0
18,9,0,9,17,8,2,3,3,8,640,710,4,0,0
19,9,1,9,17,8,2,3,3,8,670,732,4,0,0
20,10,0,9,17,8,2,3,3,9,700,762,4,0,0
21,10,1,9,17,8,2,3,3,9,722,792,4,0,0
22,11,0,9,17,8,2,3,3,9,752,822,4,0,0
23,11,1,9,17,8,2,3,3,9,782,844,4,0,0
24,12,0,9,17,8,2,3,3,4,812,874,4,0,0
25,12,1,9,17,8,2,3,3,4,834,903,4,0,0
26,13,0,9,17,8,2,3,3,0,864,929,4,0,0
27,13,1,9,17,8,2,3,3,0,892,954,4,0,0
