window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,1,1,1,1,3,4,0,9,16,0,0,0
1,0,1,1,1,1,1,3,4,0,11,21,0,0,0
2,1,0,1,1,1,1,3,4,1,13,26,0,0,0
3,1,1,1,1,1,1,3,4,1,17,31,0,0,0
4,2,0,1,1,1,1,3,4,1,22,36,0,0,0
5,2,1,1,1,1,1,3,4,1,27,41,0,0,0
6,3,0,1,1,1,1,3,4,1,32,46,0,0,0
7,3,1,1,1,1,1,3,4,1,37,51,0,0,0
8,4,0,1,1,1,1,3,4,0,42,56,0,0,0
9,4,1,1,1,1,1,3,4,0,47,61,0,0,0
10,5,0,1,1,1,1,3,4,0,52,66,0,0,0
11,5,1,1,1,1,1,3,4,0,57,71,0,0,0
