window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,27,9,4,2,1,0,422,547,12,0,1
1,0,1,27,9,4,2,1,0,548,627,12,0,1
2,1,0,27,9,4,2,1,27,628,755,12,0,1
3,1,1,27,9,4,2,1,27,756,883,12,0,1
4,2,0,27,9,4,2,1,1,884,1011,12,0,1
5,2,1,27,9,4,2,1,1,1012,1091,12,0,1
6,3,0,27,9,4,2,1,2,1092,1219,12,0,1
7,3,1,27,9,4,2,1,2,1220,1299,12,0,1
8,4,0,27,9,4,2,1,3,1300,1427,12,0,1
9,4,1,27,9,4,2,1,3,1428,1507,12,0,1
10,5,0,27,9,4,2,1,4,1508,1635,12,0,1
11,5,1,27,9,4,2,1,4,1636,1715,12,0,1
12,6,0,27,9,4,2,1,5,1716,1843,12,0,1
13,6,1,27,9,4,2,1,5,1844,1923,12,0,1
14,7,0,27,9,4,2,1,6,1924,2051,12,0,1
15,7,1,27,9,4,2,1,6,2052,2131,12,0,1
16,8,0,27,9,4,2,1,7,2132,2259,12,0,1
17,8,1,27,9,4,2,1,7,2260,2339,12,0,1
18,9,0,27,9,4,2,1,8,2340,2467,12,0,1
19,9,1,27,9,4,2,1,8,2468,2548,12,0,1
20,10,0,27,9,4,2,1,9,2549,2675,12,0,1
21,10,1,27,9,4,2,1,9,2676,2757,12,0,1
22,11,0,27,9,4,2,1,10,2758,2883,12,0,1
23,11,1,27,9,4,2,1,10,2884,2966,12,0,1
24,12,0,27,9,4,2,1,11,2967,3091,12,0,1
25,12,1,27,9,4,2,1,11,3092,3187,12,0,1
26,13,0,27,9,4,2,1,12,3188,3315,12,0,1
27,13,1,27,9,4,2,1,12,3316,3411,12,0,1
28,14,0,27,9,4,2,1,13,3412,3539,12,0,1
29,14,1,27,9,4,2,1,13,3540,3635,12,0,1
30,15,0,27,9,4,2,1,14,3636,3763,12,0,1
31,15,1,27,9,4,2,1,14,3764,3859,12,0,1
32,16,0,27,9,4,2,1,15,3860,3987,12,0,1
33,16,1,27,9,4,2,1,15,3988,4083,12,0,1
34,17,0,27,9,4,2,1,16,4084,4211,12,0,1
35,17,1,27,9,4,2,1,16,4212,4307,12,0,1
36,18,0,27,9,4,2,1,17,4308,4435,12,0,1
37,18,1,27,9,4,2,1,17,4436,4531,12,0,1
38,19,0,27,9,4,2,1,18,4532,4659,12,0,1
39,19,1,27,9,4,2,1,18,4660,4755,12,0,1
40,20,0,27,9,4,2,1,19,4756,4883,12,0,1
41,20,1,27,9,4,2,1,19,4884,4981,12,0,1
42,21,0,27,9,4,2,1,20,4982,5107,12,0,1
43,21,1,27,9,4,2,1,20,5108,5219,12,0,1
44,22,0,27,9,4,2,1,21,5220,5347,12,0,1
45,22,1,27,9,4,2,1,21,5348,5459,12,0,1
46,23,0,27,9,4,2,1,22,5460,5587,12,0,1
47,23,1,27,9,4,2,1,22,5588,5699,12,0,1
48,24,0,27,9,4,2,1,23,5700,5827,12,0,1
49,24,1,27,9,4,2,1,23,5828,5939,12,0,1
50,25,0,27,9,4,2,1,24,5940,6067,12,0,1
51,25,1,27,9,4,2,1,24,6068,6180,12,0,1
52,26,0,27,9,4,2,1,25,6181,6307,12,0,1
53,26,1,27,9,4,2,1,25,6308,6435,12,0,1
54,27,0,27,9,4,2,1,26,6436,6563,12,0,1
55,27,1,27,9,4,2,1,26,6564,6691,12,0,1
56,28,0,27,9,4,2,1,27,6692,6819,12,0,1
57,28,1,27,9,4,2,1,27,6820,6947,12,0,1
58,29,0,27,9,4,2,1,27,6948,7075,12,0,1
59,29,1,27,9,4,2,1,27,7076,7203,12,0,1
60,30,0,27,9,4,2,1,13,7204,7331,12,0,1
61,30,1,27,9,4,2,1,13,7332,7427,12,0,1
62,31,0,27,9,4,2,1,0,7428,7555,12,0,1
63,31,1,27,9,4,2,1,0,7556,7635,12,0,1
