window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,4,3,1,0,97,138,0,0,0
1,0,1,9,9,4,3,1,0,139,160,0,0,0
2,1,0,9,9,4,3,1,9,161,202,0,0,0
3,1,1,9,9,4,3,1,9,203,244,0,0,0
4,2,0,9,9,4,3,1,1,245,286,0,0,0
5,2,1,9,9,4,3,1,1,287,310,0,0,0
6,3,0,9,9,4,3,1,2,311,352,0,0,0
7,3,1,9,9,4,3,1,2,353,377,0,0,0
8,4,0,9,9,4,3,1,3,378,419,0,0,0
9,4,1,9,9,4,3,1,3,420,445,0,0,0
10,5,0,9,9,4,3,1,4,446,487,0,0,0
11,5,1,9,9,4,3,1,4,488,514,0,0,0
12,6,0,9,9,4,3,1,5,515,556,0,0,0
13,6,1,9,9,4,3,1,5,557,586,0,0,0
14,7,0,9,9,4,3,1,6,587,628,0,0,0
15,7,1,9,9,4,3,1,6,629,661,0,0,0
16,8,0,9,9,4,3,1,7,662,703,0,0,0
17,8,1,9,9,4,3,1,7,704,739,0,0,0
18,9,0,9,9,4,3,1,8,740,781,0,0,0
19,9,1,9,9,4,3,1,8,782,820,0,0,0
20,10,0,9,9,4,3,1,9,821,862,0,0,0
21,10,1,9,9,4,3,1,9,863,904,0,0,0
22,11,0,9,9,4,3,1,9,905,946,0,0,0
23,11,1,9,9,4,3,1,9,947,988,0,0,0
24,12,0,9,9,4,3,1,4,989,1030,0,0,0
25,12,1,9,9,4,3,1,4,1031,1057,0,0,0
26,13,0,9,9,4,3,1,0,1058,1099,0,0,0
27,13,1,9,9,4,3,1,0,1100,1121,0,0,0
