window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,27,9,4,2,3,4,0,259,312,0,0,0
1,1,0,27,9,4,2,3,4,27,287,340,0,0,0
2,2,0,27,9,4,2,3,4,1,315,368,0,0,0
3,3,0,27,9,4,2,3,4,2,343,396,0,0,0
4,4,0,27,9,4,2,3,4,3,371,424,0,0,0
5,5,0,27,9,4,2,3,4,4,399,452,0,0,0
6,6,0,27,9,4,2,3,4,5,427,480,0,0,0
7,7,0,27,9,4,2,3,4,6,455,508,0,0,0
8,8,0,27,9,4,2,3,4,7,483,536,0,0,0
9,9,0,27,9,4,2,3,4,8,511,564,0,0,0
10,10,0,27,9,4,2,3,4,9,539,592,0,0,0
11,11,0,27,9,4,2,3,4,10,567,620,0,0,0
12,12,0,27,9,4,2,3,4,11,595,648,0,0,0
13,13,0,27,9,4,2,3,4,12,623,676,0,0,0
14,14,0,27,9,4,2,3,4,13,651,704,0,0,0
15,15,0,27,9,4,2,3,4,14,679,732,0,0,0
16,16,0,27,9,4,2,3,4,15,707,760,0,0,0
17,17,0,27,9,4,2,3,4,16,735,788,0,0,0
18,18,0,27,9,4,2,3,4,17,763,816,0,0,0
19,19,0,27,9,4,2,3,4,18,791,844,0,0,0
20,20,0,27,9,4,2,3,4,19,819,872,0,0,0
21,21,0,27,9,4,2,3,4,20,847,900,0,0,0
22,22,0,27,9,4,2,3,4,21,875,928,0,0,0
23,23,0,27,9,4,2,3,4,22,903,956,0,0,0
24,24,0,27,9,4,2,3,4,23,931,984,0,0,0
25,25,0,27,9,4,2,3,4,24,959,1012,0,0,0
26,26,0,27,9,4,2,3,4,25,987,1040,0,0,0
27,27,0,27,9,4,2,3,4,26,1015,1068,0,0,0
28,28,0,27,9,4,2,3,4,27,1043,1096,0,0,0
29,29,0,27,9,4,2,3,4,27,1071,1124,0,0,0
30,30,0,27,9,4,2,3,4,13,1099,1152,0,0,0
31,31,0,27,9,4,2,3,4,0,1127,1180,0,0,0
