window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,2,1,1,1,0,97,172,0,0,0
1,0,1,9,9,2,1,1,1,0,173,196,0,0,0
2,1,0,9,9,2,1,1,1,9,197,272,0,0,0
3,1,1,9,9,2,1,1,1,9,273,348,0,0,0
4,2,0,9,9,2,1,1,1,1,349,424,0,0,0
5,2,1,9,9,2,1,1,1,1,425,460,0,0,0
6,3,0,9,9,2,1,1,1,2,461,536,0,0,0
7,3,1,9,9,2,1,1,1,2,537,577,0,0,0
8,4,0,9,9,2,1,1,1,3,578,653,0,0,0
9,4,1,9,9,2,1,1,1,3,654,699,0,0,0
10,5,0,9,9,2,1,1,1,4,700,775,0,0,0
11,5,1,9,9,2,1,1,1,4,776,826,0,0,0
12,6,0,9,9,2,1,1,1,5,827,902,0,0,0
13,6,1,9,9,2,1,1,1,5,903,958,0,0,0
14,7,0,9,9,2,1,1,1,6,959,1034,0,0,0
15,7,1,9,9,2,1,1,1,6,1035,1095,0,0,0
16,8,0,9,9,2,1,1,1,7,1096,1171,0,0,0
17,8,1,9,9,2,1,1,1,7,1172,1237,0,0,0
18,9,0,9,9,2,1,1,1,8,1238,1313,0,0,0
19,9,1,9,9,2,1,1,1,8,1314,1384,0,0,0
20,10,0,9,9,2,1,1,1,9,1385,1460,0,0,0
21,10,1,9,9,2,1,1,1,9,1461,1536,0,0,0
22,11,0,9,9,2,1,1,1,9,1537,1612,0,0,0
23,11,1,9,9,2,1,1,1,9,1613,1688,0,0,0
24,12,0,9,9,2,1,1,1,4,1689,1764,0,0,0
25,12,1,9,9,2,1,1,1,4,1765,1815,0,0,0
26,13,0,9,9,2,1,1,1,0,1816,1891,0,0,0
27,13,1,9,9,2,1,1,1,0,1892,1915,0,0,0
