window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,4,2,1,0,97,138,0,0,0
1,0,1,9,9,4,2,1,0,139,160,0,0,0
2,1,0,9,9,4,2,1,9,161,202,0,0,0
3,1,1,9,9,4,2,1,9,203,244,0,0,0
4,2,0,9,9,4,2,1,1,245,286,0,0,0
5,2,1,9,9,4,2,1,1,287,310,0,0,0
6,3,0,9,9,4,2,1,2,311,352,0,0,0
7,3,1,9,9,4,2,1,2,353,377,0,0,0
8,4,0,9,9,4,2,1,3,378,419,0,0,0
9,4,1,9,9,4,2,1,3,420,446,0,0,0
10,5,0,9,9,4,2,1,4,447,488,0,0,0
11,5,1,9,9,4,2,1,4,489,517,0,0,0
12,6,0,9,9,4,2,1,5,518,559,0,0,0
13,6,1,9,9,4,2,1,5,560,590,0,0,0
14,7,0,9,9,4,2,1,6,591,632,0,0,0
15,7,1,9,9,4,2,1,6,633,665,0,0,0
16,8,0,9,9,4,2,1,7,666,707,0,0,0
17,8,1,9,9,4,2,1,7,708,743,0,0,0
18,9,0,9,9,4,2,1,8,744,785,0,0,0
19,9,1,9,9,4,2,1,8,786,824,0,0,0
20,10,0,9,9,4,2,1,9,825,866,0,0,0
21,10,1,9,9,4,2,1,9,867,908,0,0,0
22,11,0,9,9,4,2,1,9,909,950,0,0,0
23,11,1,9,9,4,2,1,9,951,992,0,0,0
24,12,0,9,9,4,2,1,4,993,1034,0,0,0
25,12,1,9,9,4,2,1,4,1035,1063,0,0,0
26,13,0,9,9,4,2,1,0,1064,1105,0,0,0
27,13,1,9,9,4,2,1,0,1106,1127,0,0,0
