window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,27,9,4,2,3,4,0,429,491,12,1,1
1,0,1,27,9,4,2,3,4,0,465,516,12,1,1
2,1,0,27,9,4,2,3,4,27,501,575,12,1,1
3,1,1,27,9,4,2,3,4,27,537,599,12,1,1
4,2,0,27,9,4,2,3,4,1,573,634,12,1,1
5,2,1,27,9,4,2,3,4,1,609,677,12,1,1
6,3,0,27,9,4,2,3,4,2,645,706,12,1,1
7,3,1,27,9,4,2,3,4,2,681,733,12,1,1
8,4,0,27,9,4,2,3,4,3,717,791,12,1,1
9,4,1,27,9,4,2,3,4,3,753,804,12,1,1
10,5,0,27,9,4,2,3,4,4,789,851,12,1,1
11,5,1,27,9,4,2,3,4,4,825,876,12,1,1
12,6,0,27,9,4,2,3,4,5,861,922,12,1,1
13,6,1,27,9,4,2,3,4,5,897,949,12,1,1
14,7,0,27,9,4,2,3,4,6,933,1012,12,1,1
15,7,1,27,9,4,2,3,4,6,969,1023,12,1,1
16,8,0,27,9,4,2,3,4,7,1005,1068,12,1,1
17,8,1,27,9,4,2,3,4,7,1041,1094,12,1,1
18,9,0,27,9,4,2,3,4,8,1077,1139,12,1,1
19,9,1,27,9,4,2,3,4,8,1113,1167,12,1,1
20,10,0,27,9,4,2,3,4,9,1149,1210,12,1,1
21,10,1,27,9,4,2,3,4,9,1185,1248,12,1,1
22,11,0,27,9,4,2,3,4,10,1221,1283,12,1,1
23,11,1,27,9,4,2,3,4,10,1257,1310,12,1,1
24,12,0,27,9,4,2,3,4,11,1293,1366,12,1,1
25,12,1,27,9,4,2,3,4,11,1329,1385,12,1,1
26,13,0,27,9,4,2,3,4,12,1365,1426,12,1,1
27,13,1,27,9,4,2,3,4,12,1401,1472,12,1,1
28,14,0,27,9,4,2,3,4,13,1437,1499,12,1,1
29,14,1,27,9,4,2,3,4,13,1473,1530,12,1,1
30,15,0,27,9,4,2,3,4,14,1509,1588,12,1,1
31,15,1,27,9,4,2,3,4,14,1545,1604,12,1,1
32,16,0,27,9,4,2,3,4,15,1584,1646,12,1,1
33,16,1,27,9,4,2,3,4,15,1620,1694,12,1,1
34,17,0,27,9,4,2,3,4,16,1656,1719,12,1,1
35,17,1,27,9,4,2,3,4,16,1692,1748,12,1,1
36,18,0,27,9,4,2,3,4,17,1728,1803,12,1,1
37,18,1,27,9,4,2,3,4,17,1764,1822,12,1,1
38,19,0,27,9,4,2,3,4,18,1800,1861,12,1,1
39,19,1,27,9,4,2,3,4,18,1836,1895,12,1,1
40,20,0,27,9,4,2,3,4,19,1872,1934,12,1,1
41,20,1,27,9,4,2,3,4,19,1908,1968,12,1,1
42,21,0,27,9,4,2,3,4,20,1944,2006,12,1,1
43,21,1,27,9,4,2,3,4,20,1980,2043,12,1,1
44,22,0,27,9,4,2,3,4,21,2016,2077,12,1,1
45,22,1,27,9,4,2,3,4,21,2052,2113,12,1,1
46,23,0,27,9,4,2,3,4,22,2088,2157,12,1,1
47,23,1,27,9,4,2,3,4,22,2124,2184,12,1,1
48,24,0,27,9,4,2,3,4,23,2160,2223,12,1,1
49,24,1,27,9,4,2,3,4,23,2196,2270,12,1,1
50,25,0,27,9,4,2,3,4,24,2232,2293,12,1,1
51,25,1,27,9,4,2,3,4,24,2268,2329,12,1,1
52,26,0,27,9,4,2,3,4,25,2304,2384,12,1,1
53,26,1,27,9,4,2,3,4,25,2340,2405,12,1,1
54,27,0,27,9,4,2,3,4,26,2379,2440,12,1,1
55,27,1,27,9,4,2,3,4,26,2415,2494,12,1,1
56,28,0,27,9,4,2,3,4,27,2451,2517,12,1,1
57,28,1,27,9,4,2,3,4,27,2490,2552,12,1,1
58,29,0,27,9,4,2,3,4,27,2526,2598,12,1,1
59,29,1,27,9,4,2,3,4,27,2562,2623,12,1,1
60,30,0,27,9,4,2,3,4,13,2598,2659,12,1,1
61,30,1,27,9,4,2,3,4,13,2634,2709,12,1,1
62,31,0,27,9,4,2,3,4,0,2670,2734,12,1,1
63,31,1,27,9,4,2,3,4,0,2706,2757,12,1,1
