window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,1,2,2,1,0,97,191,0,0,0
1,0,1,9,9,1,2,2,1,0,107,208,0,0,0
2,1,0,9,9,1,2,2,1,9,188,291,0,0,0
3,1,1,9,9,1,2,2,1,9,205,372,0,0,0
4,2,0,9,9,1,2,2,1,1,288,453,0,0,0
5,2,1,9,9,1,2,2,1,1,369,470,0,0,0
6,3,0,9,9,1,2,2,1,2,450,553,0,0,0
7,3,1,9,9,1,2,2,1,2,467,575,0,0,0
8,4,0,9,9,1,2,2,1,3,550,657,0,0,0
9,4,1,9,9,1,2,2,1,3,572,684,0,0,0
10,5,0,9,9,1,2,2,1,4,654,765,0,0,0
11,5,1,9,9,1,2,2,1,4,681,801,0,0,0
12,6,0,9,9,1,2,2,1,5,762,882,0,0,0
13,6,1,9,9,1,2,2,1,5,798,927,0,0,0
14,7,0,9,9,1,2,2,1,6,879,1008,0,0,0
15,7,1,9,9,1,2,2,1,6,924,1062,0,0,0
16,8,0,9,9,1,2,2,1,7,1005,1143,0,0,0
17,8,1,9,9,1,2,2,1,7,1059,1206,0,0,0
18,9,0,9,9,1,2,2,1,8,1140,1287,0,0,0
19,9,1,9,9,1,2,2,1,8,1203,1359,0,0,0
20,10,0,9,9,1,2,2,1,9,1284,1440,0,0,0
21,10,1,9,9,1,2,2,1,9,1356,1521,0,0,0
22,11,0,9,9,1,2,2,1,9,1437,1602,0,0,0
23,11,1,9,9,1,2,2,1,9,1518,1683,0,0,0
24,12,0,9,9,1,2,2,1,4,1599,1764,0,0,0
25,12,1,9,9,1,2,2,1,4,1680,1800,0,0,0
26,13,0,9,9,1,2,2,1,0,1761,1881,0,0,0
27,13,1,9,9,1,2,2,1,0,1797,1898,0,0,0
