window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,8,2,3,8,0,97,145,12,0,0
1,0,1,9,9,8,2,3,8,0,107,190,12,0,0
2,1,0,9,9,8,2,3,8,9,117,223,12,0,0
3,1,1,9,9,8,2,3,8,9,146,270,12,0,0
4,2,0,9,9,8,2,3,8,1,192,303,12,0,0
5,2,1,9,9,8,2,3,8,1,226,350,12,0,0
6,3,0,9,9,8,2,3,8,2,272,383,12,0,0
7,3,1,9,9,8,2,3,8,2,304,430,12,0,0
8,4,0,9,9,8,2,3,8,3,352,463,12,0,0
9,4,1,9,9,8,2,3,8,3,384,510,12,0,0
10,5,0,9,9,8,2,3,8,4,432,543,12,0,0
11,5,1,9,9,8,2,3,8,4,464,590,12,0,0
12,6,0,9,9,8,2,3,8,5,512,623,12,0,0
13,6,1,9,9,8,2,3,8,5,544,670,12,0,0
14,7,0,9,9,8,2,3,8,6,592,703,12,0,0
15,7,1,9,9,8,2,3,8,6,624,750,12,0,0
16,8,0,9,9,8,2,3,8,7,672,783,12,0,0
17,8,1,9,9,8,2,3,8,7,706,830,12,0,0
18,9,0,9,9,8,2,3,8,8,752,863,12,0,0
19,9,1,9,9,8,2,3,8,8,786,910,12,0,0
20,10,0,9,9,8,2,3,8,9,832,943,12,0,0
21,10,1,9,9,8,2,3,8,9,864,990,12,0,0
22,11,0,9,9,8,2,3,8,9,912,1023,12,0,0
23,11,1,9,9,8,2,3,8,9,946,1070,12,0,0
24,12,0,9,9,8,2,3,8,4,992,1103,12,0,0
25,12,1,9,9,8,2,3,8,4,1026,1150,12,0,0
26,13,0,9,9,8,2,3,8,0,1072,1183,12,0,0
27,13,1,9,9,8,2,3,8,0,1104,1230,12,0,0
