window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,2,2,3,2,0,97,136,0,0,0
1,0,1,9,9,2,2,3,2,0,107,149,0,0,0
2,1,0,9,9,2,2,3,2,9,132,177,0,0,0
3,1,1,9,9,2,2,3,2,9,145,202,0,0,0
4,2,0,9,9,2,2,3,2,1,173,227,0,0,0
5,2,1,9,9,2,2,3,2,1,198,240,0,0,0
6,3,0,9,9,2,2,3,2,2,223,268,0,0,0
7,3,1,9,9,2,2,3,2,2,236,281,0,0,0
8,4,0,9,9,2,2,3,2,3,264,309,0,0,0
9,4,1,9,9,2,2,3,2,3,277,325,0,0,0
10,5,0,9,9,2,2,3,2,4,305,352,0,0,0
11,5,1,9,9,2,2,3,2,4,321,371,0,0,0
12,6,0,9,9,2,2,3,2,5,348,397,0,0,0
13,6,1,9,9,2,2,3,2,5,367,419,0,0,0
14,7,0,9,9,2,2,3,2,6,393,444,0,0,0
15,7,1,9,9,2,2,3,2,6,415,463,0,0,0
16,8,0,9,9,2,2,3,2,7,440,489,0,0,0
17,8,1,9,9,2,2,3,2,7,459,511,0,0,0
18,9,0,9,9,2,2,3,2,8,485,536,0,0,0
19,9,1,9,9,2,2,3,2,8,507,558,0,0,0
20,10,0,9,9,2,2,3,2,9,532,583,0,0,0
21,10,1,9,9,2,2,3,2,9,554,608,0,0,0
22,11,0,9,9,2,2,3,2,9,579,633,0,0,0
23,11,1,9,9,2,2,3,2,9,604,658,0,0,0
24,12,0,9,9,2,2,3,2,4,629,683,0,0,0
25,12,1,9,9,2,2,3,2,4,654,705,0,0,0
26,13,0,9,9,2,2,3,2,0,679,730,0,0,0
27,13,1,9,9,2,2,3,2,0,701,743,0,0,0
