window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,1,3,2,1,0,97,191,0,0,0
1,0,1,9,9,1,3,2,1,0,107,203,0,0,0
2,1,0,9,9,1,3,2,1,9,188,284,0,0,0
3,1,1,9,9,1,3,2,1,9,200,365,0,0,0
4,2,0,9,9,1,3,2,1,1,281,446,0,0,0
5,2,1,9,9,1,3,2,1,1,362,458,0,0,0
6,3,0,9,9,1,3,2,1,2,443,539,0,0,0
7,3,1,9,9,1,3,2,1,2,455,557,0,0,0
8,4,0,9,9,1,3,2,1,3,536,638,0,0,0
9,4,1,9,9,1,3,2,1,3,554,665,0,0,0
10,5,0,9,9,1,3,2,1,4,635,746,0,0,0
11,5,1,9,9,1,3,2,1,4,662,782,0,0,0
12,6,0,9,9,1,3,2,1,5,743,863,0,0,0
13,6,1,9,9,1,3,2,1,5,779,908,0,0,0
14,7,0,9,9,1,3,2,1,6,860,989,0,0,0
15,7,1,9,9,1,3,2,1,6,905,1043,0,0,0
16,8,0,9,9,1,3,2,1,7,986,1124,0,0,0
17,8,1,9,9,1,3,2,1,7,1040,1187,0,0,0
18,9,0,9,9,1,3,2,1,8,1121,1268,0,0,0
19,9,1,9,9,1,3,2,1,8,1184,1340,0,0,0
20,10,0,9,9,1,3,2,1,9,1265,1421,0,0,0
21,10,1,9,9,1,3,2,1,9,1337,1502,0,0,0
22,11,0,9,9,1,3,2,1,9,1418,1583,0,0,0
23,11,1,9,9,1,3,2,1,9,1499,1664,0,0,0
24,12,0,9,9,1,3,2,1,4,1580,1745,0,0,0
25,12,1,9,9,1,3,2,1,4,1661,1781,0,0,0
26,13,0,9,9,1,3,2,1,0,1742,1862,0,0,0
27,13,1,9,9,1,3,2,1,0,1778,1874,0,0,0
