window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,1,3,1,0,97,192,0,0,0
1,0,1,9,9,1,3,1,0,193,220,0,0,0
2,1,0,9,9,1,3,1,9,221,316,0,0,0
3,1,1,9,9,1,3,1,9,317,412,0,0,0
4,2,0,9,9,1,3,1,1,413,508,0,0,0
5,2,1,9,9,1,3,1,1,509,534,0,0,0
6,3,0,9,9,1,3,1,2,535,630,0,0,0
7,3,1,9,9,1,3,1,2,631,663,0,0,0
8,4,0,9,9,1,3,1,3,664,759,0,0,0
9,4,1,9,9,1,3,1,3,760,801,0,0,0
10,5,0,9,9,1,3,1,4,802,897,0,0,0
11,5,1,9,9,1,3,1,4,898,948,0,0,0
12,6,0,9,9,1,3,1,5,949,1044,0,0,0
13,6,1,9,9,1,3,1,5,1045,1104,0,0,0
14,7,0,9,9,1,3,1,6,1105,1200,0,0,0
15,7,1,9,9,1,3,1,6,1201,1269,0,0,0
16,8,0,9,9,1,3,1,7,1270,1365,0,0,0
17,8,1,9,9,1,3,1,7,1366,1443,0,0,0
18,9,0,9,9,1,3,1,8,1444,1539,0,0,0
19,9,1,9,9,1,3,1,8,1540,1626,0,0,0
20,10,0,9,9,1,3,1,9,1627,1722,0,0,0
21,10,1,9,9,1,3,1,9,1723,1818,0,0,0
22,11,0,9,9,1,3,1,9,1819,1914,0,0,0
23,11,1,9,9,1,3,1,9,1915,2010,0,0,0
24,12,0,9,9,1,3,1,4,2011,2106,0,0,0
25,12,1,9,9,1,3,1,4,2107,2157,0,0,0
26,13,0,9,9,1,3,1,0,2158,2253,0,0,0
27,13,1,9,9,1,3,1,0,2254,2281,0,0,0
