window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,2,2,3,8,0,97,127,0,0,0
1,0,1,9,9,2,2,3,8,0,107,140,0,0,0
2,1,0,9,9,2,2,3,8,9,123,159,0,0,0
3,1,1,9,9,2,2,3,8,9,136,175,0,0,0
4,2,0,9,9,2,2,3,8,1,155,193,0,0,0
5,2,1,9,9,2,2,3,8,1,171,206,0,0,0
6,3,0,9,9,2,2,3,8,2,189,225,0,0,0
7,3,1,9,9,2,2,3,8,2,202,238,0,0,0
8,4,0,9,9,2,2,3,8,3,221,257,0,0,0
9,4,1,9,9,2,2,3,8,3,234,270,0,0,0
10,5,0,9,9,2,2,3,8,4,253,289,0,0,0
11,5,1,9,9,2,2,3,8,4,266,302,0,0,0
12,6,0,9,9,2,2,3,8,5,285,321,0,0,0
13,6,1,9,9,2,2,3,8,5,298,334,0,0,0
14,7,0,9,9,2,2,3,8,6,317,353,0,0,0
15,7,1,9,9,2,2,3,8,6,330,369,0,0,0
16,8,0,9,9,2,2,3,8,7,349,387,0,0,0
17,8,1,9,9,2,2,3,8,7,365,403,0,0,0
18,9,0,9,9,2,2,3,8,8,383,421,0,0,0
19,9,1,9,9,2,2,3,8,8,399,434,0,0,0
20,10,0,9,9,2,2,3,8,9,417,453,0,0,0
21,10,1,9,9,2,2,3,8,9,430,469,0,0,0
22,11,0,9,9,2,2,3,8,9,449,487,0,0,0
23,11,1,9,9,2,2,3,8,9,465,503,0,0,0
24,12,0,9,9,2,2,3,8,4,483,521,0,0,0
25,12,1,9,9,2,2,3,8,4,499,534,0,0,0
26,13,0,9,9,2,2,3,8,0,517,553,0,0,0
27,13,1,9,9,2,2,3,8,0,530,566,0,0,0
