window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,576,128,8,2,3,2,277,73863,79059,0,0,0
1,0,1,576,128,8,2,3,2,277,74440,81427,0,0,0
2,1,0,576,128,8,2,3,2,348,79048,86035,0,0,0
3,1,1,576,128,8,2,3,2,348,81416,89139,0,0,0
4,2,0,576,128,8,2,3,2,377,86024,93747,0,0,0
5,2,1,576,128,8,2,3,2,377,89128,97043,0,0,0
6,3,0,576,128,8,2,3,2,382,93736,101651,0,0,0
7,3,1,576,128,8,2,3,2,382,97032,104771,0,0,0
8,4,0,576,128,8,2,3,2,341,101640,109379,0,0,0
9,4,1,576,128,8,2,3,2,341,104760,112227,0,0,0
10,5,0,576,128,8,2,3,2,412,109368,116835,0,0,0
11,5,1,576,128,8,2,3,2,412,112216,120131,0,0,0
12,6,0,576,128,8,2,3,2,374,116824,124739,0,0,0
13,6,1,576,128,8,2,3,2,374,120120,127923,0,0,0
14,7,0,576,128,8,2,3,2,356,124728,132531,0,0,0
15,7,1,576,128,8,2,3,2,356,127912,135459,0,0,0
16,8,0,576,128,8,2,3,2,341,132520,140067,0,0,0
17,8,1,576,128,8,2,3,2,341,135448,142851,0,0,0
18,9,0,576,128,8,2,3,2,307,140056,147459,0,0,0
19,9,1,576,128,8,2,3,2,307,142840,149987,0,0,0
20,10,0,576,128,8,2,3,2,395,147448,154595,0,0,0
21,10,1,576,128,8,2,3,2,395,149976,157811,0,0,0
22,11,0,576,128,8,2,3,2,371,154584,162419,0,0,0
23,11,1,576,128,8,2,3,2,371,157800,165603,0,0,0
24,12,0,576,128,8,2,3,2,365,162408,170211,0,0,0
25,12,1,576,128,8,2,3,2,365,165592,173155,0,0,0
26,13,0,576,128,8,2,3,2,386,170200,177763,0,0,0
27,13,1,576,128,8,2,3,2,386,173144,180851,0,0,0
28,14,0,576,128,8,2,3,2,381,177752,185459,0,0,0
29,14,1,576,128,8,2,3,2,381,180840,188547,0,0,0
30,15,0,576,128,8,2,3,2,357,185448,193155,0,0,0
31,15,1,576,128,8,2,3,2,357,188536,196083,0,0,0
32,16,0,576,128,8,2,3,2,381,193144,200691,0,0,0
33,16,1,576,128,8,2,3,2,381,196072,203843,0,0,0
34,17,0,576,128,8,2,3,2,403,200680,208451,0,0,0
35,17,1,576,128,8,2,3,2,403,203832,211827,0,0,0
36,18,0,576,128,8,2,3,2,357,208440,216435,0,0,0
37,18,1,576,128,8,2,3,2,357,211816,219299,0,0,0
38,19,0,576,128,8,2,3,2,342,216424,223907,0,0,0
39,19,1,576,128,8,2,3,2,342,219288,226675,0,0,0
40,20,0,576,128,8,2,3,2,378,223896,231283,0,0,0
41,20,1,576,128,8,2,3,2,378,226664,234355,0,0,0
42,21,0,576,128,8,2,3,2,379,231272,238963,0,0,0
43,21,1,576,128,8,2,3,2,379,234344,242051,0,0,0
44,22,0,576,128,8,2,3,2,385,238952,246659,0,0,0
45,22,1,576,128,8,2,3,2,385,242040,249747,0,0,0
46,23,0,576,128,8,2,3,2,229,246648,254355,0,0,0
47,23,1,576,128,8,2,3,2,229,249736,256195,0,0,0
48,24,0,576,128,8,2,3,2,364,254344,260803,0,0,0
49,24,1,576,128,8,2,3,2,364,256184,263875,0,0,0
50,25,0,576,128,8,2,3,2,334,260792,268483,0,0,0
51,25,1,576,128,8,2,3,2,334,263864,271251,0,0,0
52,26,0,576,128,8,2,3,2,343,268472,275859,0,0,0
53,26,1,576,128,8,2,3,2,343,271240,278803,0,0,0
54,27,0,576,128,8,2,3,2,381,275848,283411,0,0,0
55,27,1,576,128,8,2,3,2,381,278792,286531,0,0,0
56,28,0,576,128,8,2,3,2,313,283400,291139,0,0,0
57,28,1,576,128,8,2,3,2,313,286520,293859,0,0,0
58,29,0,576,128,8,2,3,2,374,291128,298467,0,0,0
59,29,1,576,128,8,2,3,2,374,293848,301587,0,0,0
60,30,0,576,128,8,2,3,2,371,298456,306195,0,0,0
61,30,1,576,128,8,2,3,2,371,301576,309395,0,0,0
62,31,0,576,128,8,2,3,2,386,306184,314003,0,0,0
63,31,1,576,128,8,2,3,2,386,309384,317155,0,0,0
64,32,0,576,128,8,2,3,2,393,313992,321763,0,0,0
65,32,1,576,128,8,2,3,2,393,317144,325011,0,0,0
66,33,0,576,128,8,2,3,2,410,321752,329619,0,0,0
67,33,1,576,128,8,2,3,2,410,325000,333043,0,0,0
68,34,0,576,128,8,2,3,2,369,329608,337651,0,0,0
69,34,1,576,128,8,2,3,2,369,333032,340643,0,0,0
70,35,0,576,128,8,2,3,2,361,337640,345251,0,0,0
71,35,1,576,128,8,2,3,2,361,340632,348243,0,0,0
72,36,0,576,128,8,2,3,2,373,345240,352851,0,0,0
73,36,1,576,128,8,2,3,2,373,348232,355987,0,0,0
74,37,0,576,128,8,2,3,2,386,352840,360595,0,0,0
75,37,1,576,128,8,2,3,2,386,355976,363731,0,0,0
76,38,0,576,128,8,2,3,2,374,360584,368339,0,0,0
77,38,1,576,128,8,2,3,2,374,363720,371427,0,0,0
78,39,0,576,128,8,2,3,2,394,368328,376035,0,0,0
79,39,1,576,128,8,2,3,2,394,371416,379427,0,0,0
80,40,0,576,128,8,2,3,2,384,376024,384035,0,0,0
81,40,1,576,128,8,2,3,2,384,379416,387171,0,0,0
82,41,0,576,128,8,2,3,2,320,384024,391779,0,0,0
83,41,1,576,128,8,2,3,2,320,387160,394515,0,0,0
84,42,0,576,128,8,2,3,2,327,391768,399123,0,0,0
85,42,1,576,128,8,2,3,2,327,394504,401875,0,0,0
86,43,0,576,128,8,2,3,2,388,399112,406483,0,0,0
87,43,1,576,128,8,2,3,2,388,401864,409651,0,0,0
88,44,0,576,128,8,2,3,2,338,406472,414259,0,0,0
89,44,1,576,128,8,2,3,2,338,409640,417139,0,0,0
90,45,0,576,128,8,2,3,2,333,414248,421747,0,0,0
91,45,1,576,128,8,2,3,2,333,417128,424563,0,0,0
92,46,0,576,128,8,2,3,2,351,421736,429171,0,0,0
93,46,1,576,128,8,2,3,2,351,424552,431987,0,0,0
94,47,0,576,128,8,2,3,2,323,429160,436595,0,0,0
95,47,1,576,128,8,2,3,2,323,431976,439459,0,0,0
96,48,0,576,128,8,2,3,2,316,436584,444067,0,0,0
97,48,1,576,128,8,2,3,2,316,439448,446739,0,0,0
98,49,0,576,128,8,2,3,2,332,444056,451347,0,0,0
99,49,1,576,128,8,2,3,2,332,446728,454019,0,0,0
100,50,0,576,128,8,2,3,2,327,451336,458627,0,0,0
101,50,1,576,128,8,2,3,2,327,454008,461347,0,0,0
102,51,0,576,128,8,2,3,2,320,458616,465955,0,0,0
103,51,1,576,128,8,2,3,2,320,461336,468755,0,0,0
104,52,0,576,128,8,2,3,2,315,465944,473363,0,0,0
105,52,1,576,128,8,2,3,2,315,468744,476227,0,0,0
106,53,0,576,128,8,2,3,2,344,473352,480835,0,0,0
107,53,1,576,128,8,2,3,2,344,476216,483811,0,0,0
108,54,0,576,128,8,2,3,2,401,480824,488419,0,0,0
109,54,1,576,128,8,2,3,2,401,483800,491699,0,0,0
110,55,0,576,128,8,2,3,2,359,488408,496307,0,0,0
111,55,1,576,128,8,2,3,2,359,491688,499219,0,0,0
112,56,0,576,128,8,2,3,2,314,496296,503827,0,0,0
113,56,1,576,128,8,2,3,2,314,499208,506515,0,0,0
114,57,0,576,128,8,2,3,2,307,503816,511123,0,0,0
115,57,1,576,128,8,2,3,2,307,506504,513699,0,0,0
116,58,0,576,128,8,2,3,2,345,511112,518307,0,0,0
117,58,1,576,128,8,2,3,2,345,513688,521171,0,0,0
118,59,0,576,128,8,2,3,2,371,518296,525779,0,0,0
119,59,1,576,128,8,2,3,2,371,521160,528963,0,0,0
