window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,1,1,8,2,2,1,0,9,22,12,0,0
1,0,1,1,1,8,2,2,1,0,11,23,12,0,0
2,1,0,1,1,8,2,2,1,1,13,38,12,0,0
3,1,1,1,1,8,2,2,1,1,15,39,12,0,0
4,2,0,1,1,8,2,2,1,1,23,54,12,0,0
5,2,1,1,1,8,2,2,1,1,25,55,12,0,0
6,3,0,1,1,8,2,2,1,1,39,70,12,0,0
7,3,1,1,1,8,2,2,1,1,41,71,12,0,0
8,4,0,1,1,8,2,2,1,0,55,86,12,0,0
9,4,1,1,1,8,2,2,1,0,57,87,12,0,0
10,5,0,1,1,8,2,2,1,0,71,102,12,0,0
11,5,1,1,1,8,2,2,1,0,73,103,12,0,0
