window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,576,128,16,2,1,277,73863,79067,0,0,0
1,0,1,576,128,16,2,1,277,79068,81880,0,0,0
2,1,0,576,128,16,2,1,348,81881,87085,0,0,0
3,1,1,576,128,16,2,1,348,87086,90466,0,0,0
4,2,0,576,128,16,2,1,377,90467,95671,0,0,0
5,2,1,576,128,16,2,1,377,95672,99284,0,0,0
6,3,0,576,128,16,2,1,382,99285,104489,0,0,0
7,3,1,576,128,16,2,1,382,104490,108142,0,0,0
8,4,0,576,128,16,2,1,341,108143,113347,0,0,0
9,4,1,576,128,16,2,1,341,113348,116672,0,0,0
10,5,0,576,128,16,2,1,412,116673,121877,0,0,0
11,5,1,576,128,16,2,1,412,121878,125770,0,0,0
12,6,0,576,128,16,2,1,374,125771,130975,0,0,0
13,6,1,576,128,16,2,1,374,130976,134564,0,0,0
14,7,0,576,128,16,2,1,356,134565,139769,0,0,0
15,7,1,576,128,16,2,1,356,139770,143214,0,0,0
16,8,0,576,128,16,2,1,341,143215,148419,0,0,0
17,8,1,576,128,16,2,1,341,148420,151744,0,0,0
18,9,0,576,128,16,2,1,307,151745,156949,0,0,0
19,9,1,576,128,16,2,1,307,156950,160002,0,0,0
20,10,0,576,128,16,2,1,395,160003,165207,0,0,0
21,10,1,576,128,16,2,1,395,165208,168964,0,0,0
22,11,0,576,128,16,2,1,371,168965,174169,0,0,0
23,11,1,576,128,16,2,1,371,174170,177734,0,0,0
24,12,0,576,128,16,2,1,365,177735,182939,0,0,0
25,12,1,576,128,16,2,1,365,182940,186456,0,0,0
26,13,0,576,128,16,2,1,386,186457,191661,0,0,0
27,13,1,576,128,16,2,1,386,191662,195346,0,0,0
28,14,0,576,128,16,2,1,381,195347,200551,0,0,0
29,14,1,576,128,16,2,1,381,200552,204196,0,0,0
30,15,0,576,128,16,2,1,357,204197,209401,0,0,0
31,15,1,576,128,16,2,1,357,209402,212854,0,0,0
32,16,0,576,128,16,2,1,381,212855,218059,0,0,0
33,16,1,576,128,16,2,1,381,218060,221704,0,0,0
34,17,0,576,128,16,2,1,403,221705,226909,0,0,0
35,17,1,576,128,16,2,1,403,226910,230730,0,0,0
36,18,0,576,128,16,2,1,357,230731,235935,0,0,0
37,18,1,576,128,16,2,1,357,235936,239388,0,0,0
38,19,0,576,128,16,2,1,342,239389,244593,0,0,0
39,19,1,576,128,16,2,1,342,244594,247926,0,0,0
40,20,0,576,128,16,2,1,378,247927,253131,0,0,0
41,20,1,576,128,16,2,1,378,253132,256752,0,0,0
42,21,0,576,128,16,2,1,379,256753,261957,0,0,0
43,21,1,576,128,16,2,1,379,261958,265586,0,0,0
44,22,0,576,128,16,2,1,385,265587,270791,0,0,0
45,22,1,576,128,16,2,1,385,270792,274468,0,0,0
46,23,0,576,128,16,2,1,229,274469,279673,0,0,0
47,23,1,576,128,16,2,1,229,279674,282102,0,0,0
48,24,0,576,128,16,2,1,364,282103,287307,0,0,0
49,24,1,576,128,16,2,1,364,287308,290816,0,0,0
50,25,0,576,128,16,2,1,334,290817,296021,0,0,0
51,25,1,576,128,16,2,1,334,296022,299290,0,0,0
52,26,0,576,128,16,2,1,343,299291,304495,0,0,0
53,26,1,576,128,16,2,1,343,304496,307836,0,0,0
54,27,0,576,128,16,2,1,381,307837,313041,0,0,0
55,27,1,576,128,16,2,1,381,313042,316686,0,0,0
56,28,0,576,128,16,2,1,313,316687,321891,0,0,0
57,28,1,576,128,16,2,1,313,321892,324992,0,0,0
58,29,0,576,128,16,2,1,374,324993,330197,0,0,0
59,29,1,576,128,16,2,1,374,330198,333786,0,0,0
60,30,0,576,128,16,2,1,371,333787,338991,0,0,0
61,30,1,576,128,16,2,1,371,338992,342556,0,0,0
62,31,0,576,128,16,2,1,386,342557,347761,0,0,0
63,31,1,576,128,16,2,1,386,347762,351446,0,0,0
64,32,0,576,128,16,2,1,393,351447,356651,0,0,0
65,32,1,576,128,16,2,1,393,356652,360392,0,0,0
66,33,0,576,128,16,2,1,410,360393,365597,0,0,0
67,33,1,576,128,16,2,1,410,365598,369474,0,0,0
68,34,0,576,128,16,2,1,369,369475,374679,0,0,0
69,34,1,576,128,16,2,1,369,374680,378228,0,0,0
70,35,0,576,128,16,2,1,361,378229,383433,0,0,0
71,35,1,576,128,16,2,1,361,383434,386918,0,0,0
72,36,0,576,128,16,2,1,373,386919,392123,0,0,0
73,36,1,576,128,16,2,1,373,392124,395704,0,0,0
74,37,0,576,128,16,2,1,386,395705,400909,0,0,0
75,37,1,576,128,16,2,1,386,400910,404594,0,0,0
76,38,0,576,128,16,2,1,374,404595,409799,0,0,0
77,38,1,576,128,16,2,1,374,409800,413388,0,0,0
78,39,0,576,128,16,2,1,394,413389,418593,0,0,0
79,39,1,576,128,16,2,1,394,418594,422342,0,0,0
80,40,0,576,128,16,2,1,384,422343,427547,0,0,0
81,40,1,576,128,16,2,1,384,427548,431216,0,0,0
82,41,0,576,128,16,2,1,320,431217,436421,0,0,0
83,41,1,576,128,16,2,1,320,436422,439578,0,0,0
84,42,0,576,128,16,2,1,327,439579,444783,0,0,0
85,42,1,576,128,16,2,1,327,444784,447996,0,0,0
86,43,0,576,128,16,2,1,388,447997,453201,0,0,0
87,43,1,576,128,16,2,1,388,453202,456902,0,0,0
88,44,0,576,128,16,2,1,338,456903,462107,0,0,0
89,44,1,576,128,16,2,1,338,462108,465408,0,0,0
90,45,0,576,128,16,2,1,333,465409,470613,0,0,0
91,45,1,576,128,16,2,1,333,470614,473874,0,0,0
92,46,0,576,128,16,2,1,351,473875,479079,0,0,0
93,46,1,576,128,16,2,1,351,479080,482484,0,0,0
94,47,0,576,128,16,2,1,323,482485,487689,0,0,0
95,47,1,576,128,16,2,1,323,487690,490870,0,0,0
96,48,0,576,128,16,2,1,316,490871,496075,0,0,0
97,48,1,576,128,16,2,1,316,496076,499200,0,0,0
98,49,0,576,128,16,2,1,332,499201,504405,0,0,0
99,49,1,576,128,16,2,1,332,504406,507658,0,0,0
100,50,0,576,128,16,2,1,327,507659,512863,0,0,0
101,50,1,576,128,16,2,1,327,512864,516076,0,0,0
102,51,0,576,128,16,2,1,320,516077,521281,0,0,0
103,51,1,576,128,16,2,1,320,521282,524438,0,0,0
104,52,0,576,128,16,2,1,315,524439,529643,0,0,0
105,52,1,576,128,16,2,1,315,529644,532760,0,0,0
106,53,0,576,128,16,2,1,344,532761,537965,0,0,0
107,53,1,576,128,16,2,1,344,537966,541314,0,0,0
108,54,0,576,128,16,2,1,401,541315,546519,0,0,0
109,54,1,576,128,16,2,1,401,546520,550324,0,0,0
110,55,0,576,128,16,2,1,359,550325,555529,0,0,0
111,55,1,576,128,16,2,1,359,555530,558998,0,0,0
112,56,0,576,128,16,2,1,314,558999,564203,0,0,0
113,56,1,576,128,16,2,1,314,564204,567312,0,0,0
114,57,0,576,128,16,2,1,307,567313,572517,0,0,0
