window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,2,3,1,1,0,97,160,12,0,0
1,0,1,9,9,2,3,1,1,0,161,209,12,0,0
2,1,0,9,9,2,3,1,1,9,210,272,12,0,0
3,1,1,9,9,2,3,1,1,9,273,336,12,0,0
4,2,0,9,9,2,3,1,1,1,337,400,12,0,0
5,2,1,9,9,2,3,1,1,1,401,448,12,0,0
6,3,0,9,9,2,3,1,1,2,449,512,12,0,0
7,3,1,9,9,2,3,1,1,2,513,561,12,0,0
8,4,0,9,9,2,3,1,1,3,562,624,12,0,0
9,4,1,9,9,2,3,1,1,3,625,686,12,0,0
10,5,0,9,9,2,3,1,1,4,687,751,12,0,0
11,5,1,9,9,2,3,1,1,4,752,814,12,0,0
12,6,0,9,9,2,3,1,1,5,815,879,12,0,0
13,6,1,9,9,2,3,1,1,5,880,942,12,0,0
14,7,0,9,9,2,3,1,1,6,943,1007,12,0,0
15,7,1,9,9,2,3,1,1,6,1008,1070,12,0,0
16,8,0,9,9,2,3,1,1,7,1071,1135,12,0,0
17,8,1,9,9,2,3,1,1,7,1136,1198,12,0,0
18,9,0,9,9,2,3,1,1,8,1199,1263,12,0,0
19,9,1,9,9,2,3,1,1,8,1264,1326,12,0,0
20,10,0,9,9,2,3,1,1,9,1327,1391,12,0,0
21,10,1,9,9,2,3,1,1,9,1392,1456,12,0,0
22,11,0,9,9,2,3,1,1,9,1457,1520,12,0,0
23,11,1,9,9,2,3,1,1,9,1521,1584,12,0,0
24,12,0,9,9,2,3,1,1,4,1585,1648,12,0,0
25,12,1,9,9,2,3,1,1,4,1649,1710,12,0,0
26,13,0,9,9,2,3,1,1,0,1711,1775,12,0,0
27,13,1,9,9,2,3,1,1,0,1776,1825,12,0,0
