window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,1,2,3,4,0,97,142,0,0,0
1,0,1,9,9,1,2,3,4,0,107,163,0,0,0
2,1,0,9,9,1,2,3,4,9,138,197,0,0,0
3,1,1,9,9,1,2,3,4,9,159,228,0,0,0
4,2,0,9,9,1,2,3,4,1,193,260,0,0,0
5,2,1,9,9,1,2,3,4,1,224,281,0,0,0
6,3,0,9,9,1,2,3,4,2,256,315,0,0,0
7,3,1,9,9,1,2,3,4,2,277,336,0,0,0
8,4,0,9,9,1,2,3,4,3,311,370,0,0,0
9,4,1,9,9,1,2,3,4,3,332,391,0,0,0
10,5,0,9,9,1,2,3,4,4,366,425,0,0,0
11,5,1,9,9,1,2,3,4,4,387,451,0,0,0
12,6,0,9,9,1,2,3,4,5,421,484,0,0,0
13,6,1,9,9,1,2,3,4,5,447,510,0,0,0
14,7,0,9,9,1,2,3,4,6,480,543,0,0,0
15,7,1,9,9,1,2,3,4,6,506,574,0,0,0
16,8,0,9,9,1,2,3,4,7,539,606,0,0,0
17,8,1,9,9,1,2,3,4,7,570,637,0,0,0
18,9,0,9,9,1,2,3,4,8,602,669,0,0,0
19,9,1,9,9,1,2,3,4,8,633,695,0,0,0
20,10,0,9,9,1,2,3,4,9,665,728,0,0,0
21,10,1,9,9,1,2,3,4,9,691,759,0,0,0
22,11,0,9,9,1,2,3,4,9,724,791,0,0,0
23,11,1,9,9,1,2,3,4,9,755,822,0,0,0
24,12,0,9,9,1,2,3,4,4,787,854,0,0,0
25,12,1,9,9,1,2,3,4,4,818,880,0,0,0
26,13,0,9,9,1,2,3,4,0,850,913,0,0,0
27,13,1,9,9,1,2,3,4,0,876,934,0,0,0
