window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,2,1,0,1,0,97,190,12,0,0
1,0,1,9,9,2,1,0,1,0,191,241,12,0,0
2,1,0,9,9,2,1,0,1,9,242,334,12,0,0
3,1,1,9,9,2,1,0,1,9,335,430,12,0,0
4,2,0,9,9,2,1,0,1,1,431,526,12,0,0
5,2,1,9,9,2,1,0,1,1,527,606,12,0,0
6,3,0,9,9,2,1,0,1,2,607,702,12,0,0
7,3,1,9,9,2,1,0,1,2,703,782,12,0,0
8,4,0,9,9,2,1,0,1,3,783,878,12,0,0
9,4,1,9,9,2,1,0,1,3,879,958,12,0,0
10,5,0,9,9,2,1,0,1,4,959,1054,12,0,0
11,5,1,9,9,2,1,0,1,4,1055,1150,12,0,0
12,6,0,9,9,2,1,0,1,5,1151,1246,12,0,0
13,6,1,9,9,2,1,0,1,5,1247,1342,12,0,0
14,7,0,9,9,2,1,0,1,6,1343,1438,12,0,0
15,7,1,9,9,2,1,0,1,6,1439,1534,12,0,0
16,8,0,9,9,2,1,0,1,7,1535,1630,12,0,0
17,8,1,9,9,2,1,0,1,7,1631,1726,12,0,0
18,9,0,9,9,2,1,0,1,8,1727,1822,12,0,0
19,9,1,9,9,2,1,0,1,8,1823,1918,12,0,0
20,10,0,9,9,2,1,0,1,9,1919,2014,12,0,0
21,10,1,9,9,2,1,0,1,9,2015,2110,12,0,0
22,11,0,9,9,2,1,0,1,9,2111,2206,12,0,0
23,11,1,9,9,2,1,0,1,9,2207,2302,12,0,0
24,12,0,9,9,2,1,0,1,4,2303,2398,12,0,0
25,12,1,9,9,2,1,0,1,4,2399,2494,12,0,0
26,13,0,9,9,2,1,0,1,0,2495,2590,12,0,0
27,13,1,9,9,2,1,0,1,0,2591,2641,12,0,0
