window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,2,2,2,0,97,155,0,0,0
1,0,1,9,9,2,2,2,0,107,166,0,0,0
2,1,0,9,9,2,2,2,9,152,213,0,0,0
3,1,1,9,9,2,2,2,9,163,258,0,0,0
4,2,0,9,9,2,2,2,1,210,303,0,0,0
5,2,1,9,9,2,2,2,1,255,314,0,0,0
6,3,0,9,9,2,2,2,2,300,361,0,0,0
7,3,1,9,9,2,2,2,2,311,375,0,0,0
8,4,0,9,9,2,2,2,3,358,421,0,0,0
9,4,1,9,9,2,2,2,3,372,438,0,0,0
10,5,0,9,9,2,2,2,4,418,483,0,0,0
11,5,1,9,9,2,2,2,4,435,503,0,0,0
12,6,0,9,9,2,2,2,5,480,548,0,0,0
13,6,1,9,9,2,2,2,5,500,573,0,0,0
14,7,0,9,9,2,2,2,6,545,618,0,0,0
15,7,1,9,9,2,2,2,6,570,648,0,0,0
16,8,0,9,9,2,2,2,7,615,693,0,0,0
17,8,1,9,9,2,2,2,7,645,728,0,0,0
18,9,0,9,9,2,2,2,8,690,773,0,0,0
19,9,1,9,9,2,2,2,8,725,813,0,0,0
20,10,0,9,9,2,2,2,9,770,858,0,0,0
21,10,1,9,9,2,2,2,9,810,903,0,0,0
22,11,0,9,9,2,2,2,9,855,948,0,0,0
23,11,1,9,9,2,2,2,9,900,993,0,0,0
24,12,0,9,9,2,2,2,4,945,1038,0,0,0
25,12,1,9,9,2,2,2,4,990,1058,0,0,0
26,13,0,9,9,2,2,2,0,1035,1103,0,0,0
27,13,1,9,9,2,2,2,0,1055,1114,0,0,0
