window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,27,9,4,2,2,1,0,448,573,12,0,1
1,0,1,27,9,4,2,2,1,0,484,606,12,0,1
2,1,0,27,9,4,2,2,1,27,565,701,12,0,1
3,1,1,27,9,4,2,2,1,27,601,781,12,0,1
4,2,0,27,9,4,2,2,1,1,686,861,12,0,1
5,2,1,27,9,4,2,2,1,1,767,894,12,0,1
6,3,0,27,9,4,2,2,1,2,848,989,12,0,1
7,3,1,27,9,4,2,2,1,2,884,1022,12,0,1
8,4,0,27,9,4,2,2,1,3,974,1117,12,0,1
9,4,1,27,9,4,2,2,1,3,1010,1150,12,0,1
10,5,0,27,9,4,2,2,1,4,1102,1245,12,0,1
11,5,1,27,9,4,2,2,1,4,1138,1278,12,0,1
12,6,0,27,9,4,2,2,1,5,1230,1373,12,0,1
13,6,1,27,9,4,2,2,1,5,1266,1406,12,0,1
14,7,0,27,9,4,2,2,1,6,1358,1501,12,0,1
15,7,1,27,9,4,2,2,1,6,1394,1534,12,0,1
16,8,0,27,9,4,2,2,1,7,1486,1629,12,0,1
17,8,1,27,9,4,2,2,1,7,1523,1662,12,0,1
18,9,0,27,9,4,2,2,1,8,1614,1757,12,0,1
19,9,1,27,9,4,2,2,1,8,1652,1790,12,0,1
20,10,0,27,9,4,2,2,1,9,1742,1885,12,0,1
21,10,1,27,9,4,2,2,1,9,1781,1918,12,0,1
22,11,0,27,9,4,2,2,1,10,1870,2013,12,0,1
23,11,1,27,9,4,2,2,1,10,1910,2046,12,0,1
24,12,0,27,9,4,2,2,1,11,1998,2141,12,0,1
25,12,1,27,9,4,2,2,1,11,2039,2174,12,0,1
26,13,0,27,9,4,2,2,1,12,2126,2269,12,0,1
27,13,1,27,9,4,2,2,1,12,2168,2302,12,0,1
28,14,0,27,9,4,2,2,1,13,2254,2397,12,0,1
29,14,1,27,9,4,2,2,1,13,2297,2430,12,0,1
30,15,0,27,9,4,2,2,1,14,2382,2525,12,0,1
31,15,1,27,9,4,2,2,1,14,2426,2559,12,0,1
32,16,0,27,9,4,2,2,1,15,2510,2653,12,0,1
33,16,1,27,9,4,2,2,1,15,2556,2701,12,0,1
34,17,0,27,9,4,2,2,1,16,2639,2781,12,0,1
35,17,1,27,9,4,2,2,1,16,2687,2829,12,0,1
36,18,0,27,9,4,2,2,1,17,2769,2909,12,0,1
37,18,1,27,9,4,2,2,1,17,2817,2957,12,0,1
38,19,0,27,9,4,2,2,1,18,2898,3037,12,0,1
39,19,1,27,9,4,2,2,1,18,2949,3087,12,0,1
40,20,0,27,9,4,2,2,1,19,3030,3168,12,0,1
41,20,1,27,9,4,2,2,1,19,3084,3229,12,0,1
42,21,0,27,9,4,2,2,1,20,3165,3309,12,0,1
43,21,1,27,9,4,2,2,1,20,3222,3373,12,0,1
44,22,0,27,9,4,2,2,1,21,3303,3453,12,0,1
45,22,1,27,9,4,2,2,1,21,3363,3517,12,0,1
46,23,0,27,9,4,2,2,1,22,3444,3597,12,0,1
47,23,1,27,9,4,2,2,1,22,3507,3661,12,0,1
48,24,0,27,9,4,2,2,1,23,3588,3741,12,0,1
49,24,1,27,9,4,2,2,1,23,3654,3807,12,0,1
50,25,0,27,9,4,2,2,1,24,3735,3888,12,0,1
51,25,1,27,9,4,2,2,1,24,3804,3965,12,0,1
52,26,0,27,9,4,2,2,1,25,3885,4045,12,0,1
53,26,1,27,9,4,2,2,1,25,3957,4125,12,0,1
54,27,0,27,9,4,2,2,1,26,4038,4205,12,0,1
55,27,1,27,9,4,2,2,1,26,4113,4285,12,0,1
56,28,0,27,9,4,2,2,1,27,4194,4365,12,0,1
57,28,1,27,9,4,2,2,1,27,4272,4445,12,0,1
58,29,0,27,9,4,2,2,1,27,4353,4525,12,0,1
59,29,1,27,9,4,2,2,1,27,4434,4605,12,0,1
60,30,0,27,9,4,2,2,1,13,4515,4685,12,0,1
61,30,1,27,9,4,2,2,1,13,4596,4733,12,0,1
62,31,0,27,9,4,2,2,1,0,4677,4813,12,0,1
63,31,1,27,9,4,2,2,1,0,4717,4846,12,0,1
