window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,1,9,8,2,0,1,0,94,139,12,0,0
1,0,1,1,9,8,2,0,1,0,140,187,12,0,0
2,1,0,1,9,8,2,0,1,1,188,235,12,0,0
3,1,1,1,9,8,2,0,1,1,236,283,12,0,0
4,2,0,1,9,8,2,0,1,1,284,331,12,0,0
5,2,1,1,9,8,2,0,1,1,332,379,12,0,0
6,3,0,1,9,8,2,0,1,1,380,427,12,0,0
7,3,1,1,9,8,2,0,1,1,428,475,12,0,0
8,4,0,1,9,8,2,0,1,0,476,523,12,0,0
9,4,1,1,9,8,2,0,1,0,524,571,12,0,0
10,5,0,1,9,8,2,0,1,0,572,619,12,0,0
11,5,1,1,9,8,2,0,1,0,620,667,12,0,0
