window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,4,3,2,1,0,97,158,12,0,0
1,0,1,9,9,4,3,2,1,0,107,191,12,0,0
2,1,0,9,9,4,3,2,1,9,134,224,12,0,0
3,1,1,9,9,4,3,2,1,9,159,257,12,0,0
4,2,0,9,9,4,3,2,1,1,208,302,12,0,0
5,2,1,9,9,4,3,2,1,1,241,335,12,0,0
6,3,0,9,9,4,3,2,1,2,274,368,12,0,0
7,3,1,9,9,4,3,2,1,2,303,401,12,0,0
8,4,0,9,9,4,3,2,1,3,352,446,12,0,0
9,4,1,9,9,4,3,2,1,3,371,479,12,0,0
10,5,0,9,9,4,3,2,1,4,418,512,12,0,0
11,5,1,9,9,4,3,2,1,4,449,545,12,0,0
12,6,0,9,9,4,3,2,1,5,496,590,12,0,0
13,6,1,9,9,4,3,2,1,5,519,623,12,0,0
14,7,0,9,9,4,3,2,1,6,562,656,12,0,0
15,7,1,9,9,4,3,2,1,6,595,689,12,0,0
16,8,0,9,9,4,3,2,1,7,640,734,12,0,0
17,8,1,9,9,4,3,2,1,7,667,767,12,0,0
18,9,0,9,9,4,3,2,1,8,706,800,12,0,0
19,9,1,9,9,4,3,2,1,8,741,833,12,0,0
20,10,0,9,9,4,3,2,1,9,784,878,12,0,0
21,10,1,9,9,4,3,2,1,9,815,911,12,0,0
22,11,0,9,9,4,3,2,1,9,850,944,12,0,0
23,11,1,9,9,4,3,2,1,9,887,977,12,0,0
24,12,0,9,9,4,3,2,1,4,928,1022,12,0,0
25,12,1,9,9,4,3,2,1,4,961,1055,12,0,0
26,13,0,9,9,4,3,2,1,0,994,1088,12,0,0
27,13,1,9,9,4,3,2,1,0,1026,1121,12,0,0
