window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,8,2,3,2,0,97,124,0,0,0
1,0,1,9,9,8,2,3,2,0,107,136,0,0,0
2,1,0,9,9,8,2,3,2,9,117,152,0,0,0
3,1,1,9,9,8,2,3,2,9,127,168,0,0,0
4,2,0,9,9,8,2,3,2,1,145,184,0,0,0
5,2,1,9,9,8,2,3,2,1,161,196,0,0,0
6,3,0,9,9,8,2,3,2,2,177,212,0,0,0
7,3,1,9,9,8,2,3,2,2,187,224,0,0,0
8,4,0,9,9,8,2,3,2,3,205,240,0,0,0
9,4,1,9,9,8,2,3,2,3,215,253,0,0,0
10,5,0,9,9,8,2,3,2,4,233,269,0,0,0
11,5,1,9,9,8,2,3,2,4,243,283,0,0,0
12,6,0,9,9,8,2,3,2,5,262,299,0,0,0
13,6,1,9,9,8,2,3,2,5,274,314,0,0,0
14,7,0,9,9,8,2,3,2,6,292,330,0,0,0
15,7,1,9,9,8,2,3,2,6,306,344,0,0,0
16,8,0,9,9,8,2,3,2,7,323,360,0,0,0
17,8,1,9,9,8,2,3,2,7,335,375,0,0,0
18,9,0,9,9,8,2,3,2,8,353,391,0,0,0
19,9,1,9,9,8,2,3,2,8,367,406,0,0,0
20,10,0,9,9,8,2,3,2,9,384,422,0,0,0
21,10,1,9,9,8,2,3,2,9,398,438,0,0,0
22,11,0,9,9,8,2,3,2,9,415,454,0,0,0
23,11,1,9,9,8,2,3,2,9,431,470,0,0,0
24,12,0,9,9,8,2,3,2,4,447,486,0,0,0
25,12,1,9,9,8,2,3,2,4,463,501,0,0,0
26,13,0,9,9,8,2,3,2,0,479,517,0,0,0
27,13,1,9,9,8,2,3,2,0,493,529,0,0,0
