window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,1,2,3,4,0,97,190,12,0,0
1,0,1,9,9,1,2,3,4,0,107,255,12,0,0
2,1,0,9,9,1,2,3,4,9,177,334,12,0,0
3,1,1,9,9,1,2,3,4,9,240,399,12,0,0
4,2,0,9,9,1,2,3,4,1,321,478,12,0,0
5,2,1,9,9,1,2,3,4,1,388,543,12,0,0
6,3,0,9,9,1,2,3,4,2,465,622,12,0,0
7,3,1,9,9,1,2,3,4,2,528,687,12,0,0
8,4,0,9,9,1,2,3,4,3,609,766,12,0,0
9,4,1,9,9,1,2,3,4,3,672,831,12,0,0
10,5,0,9,9,1,2,3,4,4,753,910,12,0,0
11,5,1,9,9,1,2,3,4,4,816,975,12,0,0
12,6,0,9,9,1,2,3,4,5,897,1054,12,0,0
13,6,1,9,9,1,2,3,4,5,962,1119,12,0,0
14,7,0,9,9,1,2,3,4,6,1041,1198,12,0,0
15,7,1,9,9,1,2,3,4,6,1106,1263,12,0,0
16,8,0,9,9,1,2,3,4,7,1185,1342,12,0,0
17,8,1,9,9,1,2,3,4,7,1252,1407,12,0,0
18,9,0,9,9,1,2,3,4,8,1329,1486,12,0,0
19,9,1,9,9,1,2,3,4,8,1396,1551,12,0,0
20,10,0,9,9,1,2,3,4,9,1473,1630,12,0,0
21,10,1,9,9,1,2,3,4,9,1538,1695,12,0,0
22,11,0,9,9,1,2,3,4,9,1617,1774,12,0,0
23,11,1,9,9,1,2,3,4,9,1684,1839,12,0,0
24,12,0,9,9,1,2,3,4,4,1761,1918,12,0,0
25,12,1,9,9,1,2,3,4,4,1828,1983,12,0,0
26,13,0,9,9,1,2,3,4,0,1905,2062,12,0,0
27,13,1,9,9,1,2,3,4,0,1970,2127,12,0,0
