window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,2,2,3,1,0,97,156,0,0,0
1,0,1,9,9,2,2,3,1,0,107,169,0,0,0
2,1,0,9,9,2,2,3,1,9,152,217,0,0,0
3,1,1,9,9,2,2,3,1,9,165,262,0,0,0
4,2,0,9,9,2,2,3,1,1,213,307,0,0,0
5,2,1,9,9,2,2,3,1,1,258,320,0,0,0
6,3,0,9,9,2,2,3,1,2,303,368,0,0,0
7,3,1,9,9,2,2,3,1,2,316,384,0,0,0
8,4,0,9,9,2,2,3,1,3,364,431,0,0,0
9,4,1,9,9,2,2,3,1,3,380,450,0,0,0
10,5,0,9,9,2,2,3,1,4,427,496,0,0,0
11,5,1,9,9,2,2,3,1,4,446,518,0,0,0
12,6,0,9,9,2,2,3,1,5,492,563,0,0,0
13,6,1,9,9,2,2,3,1,5,514,588,0,0,0
14,7,0,9,9,2,2,3,1,6,559,633,0,0,0
15,7,1,9,9,2,2,3,1,6,584,663,0,0,0
16,8,0,9,9,2,2,3,1,7,629,708,0,0,0
17,8,1,9,9,2,2,3,1,7,659,743,0,0,0
18,9,0,9,9,2,2,3,1,8,704,788,0,0,0
19,9,1,9,9,2,2,3,1,8,739,828,0,0,0
20,10,0,9,9,2,2,3,1,9,784,873,0,0,0
21,10,1,9,9,2,2,3,1,9,824,918,0,0,0
22,11,0,9,9,2,2,3,1,9,869,963,0,0,0
23,11,1,9,9,2,2,3,1,9,914,1008,0,0,0
24,12,0,9,9,2,2,3,1,4,959,1053,0,0,0
25,12,1,9,9,2,2,3,1,4,1004,1075,0,0,0
26,13,0,9,9,2,2,3,1,0,1049,1120,0,0,0
27,13,1,9,9,2,2,3,1,0,1071,1133,0,0,0
