window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,27,9,4,2,1,0,422,553,12,1,1
1,0,1,27,9,4,2,1,0,554,603,12,1,1
2,1,0,27,9,4,2,1,27,604,725,12,1,1
3,1,1,27,9,4,2,1,27,726,847,12,1,1
4,2,0,27,9,4,2,1,1,848,970,12,1,1
5,2,1,27,9,4,2,1,1,971,1021,12,1,1
6,3,0,27,9,4,2,1,2,1022,1143,12,1,1
7,3,1,27,9,4,2,1,2,1144,1196,12,1,1
8,4,0,27,9,4,2,1,3,1197,1318,12,1,1
9,4,1,27,9,4,2,1,3,1319,1371,12,1,1
10,5,0,27,9,4,2,1,4,1372,1493,12,1,1
11,5,1,27,9,4,2,1,4,1494,1548,12,1,1
12,6,0,27,9,4,2,1,5,1549,1684,12,1,1
13,6,1,27,9,4,2,1,5,1685,1742,12,1,1
14,7,0,27,9,4,2,1,6,1743,1864,12,1,1
15,7,1,27,9,4,2,1,6,1865,1924,12,1,1
16,8,0,27,9,4,2,1,7,1925,2046,12,1,1
17,8,1,27,9,4,2,1,7,2047,2108,12,1,1
18,9,0,27,9,4,2,1,8,2109,2230,12,1,1
19,9,1,27,9,4,2,1,8,2231,2295,12,1,1
20,10,0,27,9,4,2,1,9,2296,2417,12,1,1
21,10,1,27,9,4,2,1,9,2418,2490,12,1,1
22,11,0,27,9,4,2,1,10,2491,2612,12,1,1
23,11,1,27,9,4,2,1,10,2613,2700,12,1,1
24,12,0,27,9,4,2,1,11,2701,2822,12,1,1
25,12,1,27,9,4,2,1,11,2823,2896,12,1,1
26,13,0,27,9,4,2,1,12,2897,3018,12,1,1
27,13,1,27,9,4,2,1,12,3019,3095,12,1,1
28,14,0,27,9,4,2,1,13,3096,3217,12,1,1
29,14,1,27,9,4,2,1,13,3218,3297,12,1,1
30,15,0,27,9,4,2,1,14,3298,3420,12,1,1
31,15,1,27,9,4,2,1,14,3421,3511,12,1,1
32,16,0,27,9,4,2,1,15,3512,3633,12,1,1
33,16,1,27,9,4,2,1,15,3634,3722,12,1,1
34,17,0,27,9,4,2,1,16,3723,3844,12,1,1
35,17,1,27,9,4,2,1,16,3845,3943,12,1,1
36,18,0,27,9,4,2,1,17,3944,4065,12,1,1
37,18,1,27,9,4,2,1,17,4066,4169,12,1,1
38,19,0,27,9,4,2,1,18,4170,4291,12,1,1
39,19,1,27,9,4,2,1,18,4292,4395,12,1,1
40,20,0,27,9,4,2,1,19,4396,4517,12,1,1
41,20,1,27,9,4,2,1,19,4518,4621,12,1,1
42,21,0,27,9,4,2,1,20,4622,4743,12,1,1
43,21,1,27,9,4,2,1,20,4744,4848,12,1,1
44,22,0,27,9,4,2,1,21,4849,4970,12,1,1
45,22,1,27,9,4,2,1,21,4971,5074,12,1,1
46,23,0,27,9,4,2,1,22,5075,5196,12,1,1
47,23,1,27,9,4,2,1,22,5197,5304,12,1,1
48,24,0,27,9,4,2,1,23,5305,5426,12,1,1
49,24,1,27,9,4,2,1,23,5427,5536,12,1,1
50,25,0,27,9,4,2,1,24,5537,5658,12,1,1
51,25,1,27,9,4,2,1,24,5659,5772,12,1,1
52,26,0,27,9,4,2,1,25,5773,5894,12,1,1
53,26,1,27,9,4,2,1,25,5895,6010,12,1,1
54,27,0,27,9,4,2,1,26,6011,6132,12,1,1
55,27,1,27,9,4,2,1,26,6133,6251,12,1,1
56,28,0,27,9,4,2,1,27,6252,6374,12,1,1
57,28,1,27,9,4,2,1,27,6375,6496,12,1,1
58,29,0,27,9,4,2,1,27,6497,6619,12,1,1
59,29,1,27,9,4,2,1,27,6620,6741,12,1,1
60,30,0,27,9,4,2,1,13,6742,6881,12,1,1
61,30,1,27,9,4,2,1,13,6882,6962,12,1,1
62,31,0,27,9,4,2,1,0,6963,7084,12,1,1
63,31,1,27,9,4,2,1,0,7085,7134,12,1,1
