window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,17,8,2,2,0,177,220,4,0,0
1,0,1,9,17,8,2,2,0,187,247,4,0,0
2,1,0,9,17,8,2,2,9,215,282,4,0,0
3,1,1,9,17,8,2,2,9,235,314,4,0,0
4,2,0,9,17,8,2,2,1,278,346,4,0,0
5,2,1,9,17,8,2,2,1,310,369,4,0,0
6,3,0,9,17,8,2,2,2,342,406,4,0,0
7,3,1,9,17,8,2,2,2,361,427,4,0,0
8,4,0,9,17,8,2,2,3,400,459,4,0,0
9,4,1,9,17,8,2,2,3,416,488,4,0,0
10,5,0,9,17,8,2,2,4,454,522,4,0,0
11,5,1,9,17,8,2,2,4,478,552,4,0,0
12,6,0,9,17,8,2,2,5,518,586,4,0,0
13,6,1,9,17,8,2,2,5,543,617,4,0,0
14,7,0,9,17,8,2,2,6,582,650,4,0,0
15,7,1,9,17,8,2,2,6,609,682,4,0,0
16,8,0,9,17,8,2,2,7,646,714,4,0,0
17,8,1,9,17,8,2,2,7,675,746,4,0,0
18,9,0,9,17,8,2,2,8,710,778,4,0,0
19,9,1,9,17,8,2,2,8,740,810,4,0,0
20,10,0,9,17,8,2,2,9,774,842,4,0,0
21,10,1,9,17,8,2,2,9,805,874,4,0,0
22,11,0,9,17,8,2,2,9,838,906,4,0,0
23,11,1,9,17,8,2,2,9,870,938,4,0,0
24,12,0,9,17,8,2,2,4,902,970,4,0,0
25,12,1,9,17,8,2,2,4,934,1000,4,0,0
26,13,0,9,17,8,2,2,0,966,1034,4,0,0
27,13,1,9,17,8,2,2,0,991,1057,4,0,0
