window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,4,2,2,1,0,97,158,12,0,0
1,0,1,9,9,4,2,2,1,0,107,191,12,0,0
2,1,0,9,9,4,2,2,1,9,138,238,12,0,0
3,1,1,9,9,4,2,2,1,9,175,271,12,0,0
4,2,0,9,9,4,2,2,1,1,218,318,12,0,0
5,2,1,9,9,4,2,2,1,1,263,351,12,0,0
6,3,0,9,9,4,2,2,1,2,298,398,12,0,0
7,3,1,9,9,4,2,2,1,2,335,431,12,0,0
8,4,0,9,9,4,2,2,1,3,378,478,12,0,0
9,4,1,9,9,4,2,2,1,3,416,511,12,0,0
10,5,0,9,9,4,2,2,1,4,458,558,12,0,0
11,5,1,9,9,4,2,2,1,4,497,591,12,0,0
12,6,0,9,9,4,2,2,1,5,538,638,12,0,0
13,6,1,9,9,4,2,2,1,5,578,671,12,0,0
14,7,0,9,9,4,2,2,1,6,618,718,12,0,0
15,7,1,9,9,4,2,2,1,6,659,751,12,0,0
16,8,0,9,9,4,2,2,1,7,698,798,12,0,0
17,8,1,9,9,4,2,2,1,7,740,831,12,0,0
18,9,0,9,9,4,2,2,1,8,778,878,12,0,0
19,9,1,9,9,4,2,2,1,8,821,911,12,0,0
20,10,0,9,9,4,2,2,1,9,858,958,12,0,0
21,10,1,9,9,4,2,2,1,9,902,991,12,0,0
22,11,0,9,9,4,2,2,1,9,938,1038,12,0,0
23,11,1,9,9,4,2,2,1,9,983,1071,12,0,0
24,12,0,9,9,4,2,2,1,4,1018,1118,12,0,0
25,12,1,9,9,4,2,2,1,4,1063,1151,12,0,0
26,13,0,9,9,4,2,2,1,0,1098,1198,12,0,0
27,13,1,9,9,4,2,2,1,0,1138,1231,12,0,0
