window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,8,1,2,0,97,158,12,0,0
1,0,1,9,9,8,1,2,0,107,206,12,0,0
2,1,0,9,9,8,1,2,9,154,254,12,0,0
3,1,1,9,9,8,1,2,9,194,302,12,0,0
4,2,0,9,9,8,1,2,1,250,350,12,0,0
5,2,1,9,9,8,1,2,1,298,398,12,0,0
6,3,0,9,9,8,1,2,2,346,446,12,0,0
7,3,1,9,9,8,1,2,2,386,494,12,0,0
8,4,0,9,9,8,1,2,3,442,542,12,0,0
9,4,1,9,9,8,1,2,3,483,590,12,0,0
10,5,0,9,9,8,1,2,4,538,638,12,0,0
11,5,1,9,9,8,1,2,4,580,686,12,0,0
12,6,0,9,9,8,1,2,5,634,734,12,0,0
13,6,1,9,9,8,1,2,5,677,782,12,0,0
14,7,0,9,9,8,1,2,6,730,830,12,0,0
15,7,1,9,9,8,1,2,6,774,878,12,0,0
16,8,0,9,9,8,1,2,7,826,926,12,0,0
17,8,1,9,9,8,1,2,7,871,974,12,0,0
18,9,0,9,9,8,1,2,8,922,1022,12,0,0
19,9,1,9,9,8,1,2,8,968,1070,12,0,0
20,10,0,9,9,8,1,2,9,1018,1118,12,0,0
21,10,1,9,9,8,1,2,9,1065,1166,12,0,0
22,11,0,9,9,8,1,2,9,1114,1214,12,0,0
23,11,1,9,9,8,1,2,9,1162,1262,12,0,0
24,12,0,9,9,8,1,2,4,1210,1310,12,0,0
25,12,1,9,9,8,1,2,4,1258,1358,12,0,0
26,13,0,9,9,8,1,2,0,1306,1406,12,0,0
27,13,1,9,9,8,1,2,0,1349,1454,12,0,0
