window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,3,3,3,5,0,97,125,4,0,0
1,0,1,9,9,3,3,3,5,0,107,138,4,0,0
2,1,0,9,9,3,3,3,5,9,117,151,4,0,0
3,1,1,9,9,3,3,3,5,9,127,160,4,0,0
4,2,0,9,9,3,3,3,5,1,140,173,4,0,0
5,2,1,9,9,3,3,3,5,1,153,186,4,0,0
6,3,0,9,9,3,3,3,5,2,163,199,4,0,0
7,3,1,9,9,3,3,3,5,2,174,208,4,0,0
8,4,0,9,9,3,3,3,5,3,188,221,4,0,0
9,4,1,9,9,3,3,3,5,3,200,234,4,0,0
10,5,0,9,9,3,3,3,5,4,210,247,4,0,0
11,5,1,9,9,3,3,3,5,4,222,256,4,0,0
12,6,0,9,9,3,3,3,5,5,236,269,4,0,0
13,6,1,9,9,3,3,3,5,5,249,282,4,0,0
14,7,0,9,9,3,3,3,5,6,259,295,4,0,0
15,7,1,9,9,3,3,3,5,6,271,304,4,0,0
16,8,0,9,9,3,3,3,5,7,284,317,4,0,0
17,8,1,9,9,3,3,3,5,7,297,330,4,0,0
18,9,0,9,9,3,3,3,5,8,307,343,4,0,0
19,9,1,9,9,3,3,3,5,8,319,352,4,0,0
20,10,0,9,9,3,3,3,5,9,332,365,4,0,0
21,10,1,9,9,3,3,3,5,9,345,378,4,0,0
22,11,0,9,9,3,3,3,5,9,355,391,4,0,0
23,11,1,9,9,3,3,3,5,9,367,400,4,0,0
24,12,0,9,9,3,3,3,5,4,380,413,4,0,0
25,12,1,9,9,3,3,3,5,4,393,426,4,0,0
26,13,0,9,9,3,3,3,5,0,403,439,4,0,0
27,13,1,9,9,3,3,3,5,0,414,448,4,0,0
