window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,8,3,0,0,97,141,0,0,0
1,0,1,9,9,8,3,0,0,142,162,0,0,0
2,1,0,9,9,8,3,0,9,163,207,0,0,0
3,1,1,9,9,8,3,0,9,208,252,0,0,0
4,2,0,9,9,8,3,0,1,253,297,0,0,0
5,2,1,9,9,8,3,0,1,298,326,0,0,0
6,3,0,9,9,8,3,0,2,327,371,0,0,0
7,3,1,9,9,8,3,0,2,372,402,0,0,0
8,4,0,9,9,8,3,0,3,403,447,0,0,0
9,4,1,9,9,8,3,0,3,448,480,0,0,0
10,5,0,9,9,8,3,0,4,481,525,0,0,0
11,5,1,9,9,8,3,0,4,526,560,0,0,0
12,6,0,9,9,8,3,0,5,561,605,0,0,0
13,6,1,9,9,8,3,0,5,606,642,0,0,0
14,7,0,9,9,8,3,0,6,643,687,0,0,0
15,7,1,9,9,8,3,0,6,688,726,0,0,0
16,8,0,9,9,8,3,0,7,727,771,0,0,0
17,8,1,9,9,8,3,0,7,772,812,0,0,0
18,9,0,9,9,8,3,0,8,813,857,0,0,0
19,9,1,9,9,8,3,0,8,858,900,0,0,0
20,10,0,9,9,8,3,0,9,901,945,0,0,0
21,10,1,9,9,8,3,0,9,946,990,0,0,0
22,11,0,9,9,8,3,0,9,991,1035,0,0,0
23,11,1,9,9,8,3,0,9,1036,1080,0,0,0
24,12,0,9,9,8,3,0,4,1081,1125,0,0,0
25,12,1,9,9,8,3,0,4,1126,1160,0,0,0
26,13,0,9,9,8,3,0,0,1161,1205,0,0,0
27,13,1,9,9,8,3,0,0,1206,1226,0,0,0
