window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,1,27,9,4,2,1,0,259,298,0,0,0
1,1,1,27,9,4,2,1,27,299,412,0,0,0
2,2,1,27,9,4,2,1,1,413,454,0,0,0
3,3,1,27,9,4,2,1,2,455,497,0,0,0
4,4,1,27,9,4,2,1,3,498,542,0,0,0
5,5,1,27,9,4,2,1,4,543,589,0,0,0
6,6,1,27,9,4,2,1,5,590,638,0,0,0
7,7,1,27,9,4,2,1,6,639,689,0,0,0
8,8,1,27,9,4,2,1,7,690,743,0,0,0
9,9,1,27,9,4,2,1,8,744,800,0,0,0
10,10,1,27,9,4,2,1,9,801,860,0,0,0
11,11,1,27,9,4,2,1,10,861,923,0,0,0
12,12,1,27,9,4,2,1,11,924,989,0,0,0
13,13,1,27,9,4,2,1,12,990,1058,0,0,0
14,14,1,27,9,4,2,1,13,1059,1130,0,0,0
15,15,1,27,9,4,2,1,14,1131,1205,0,0,0
16,16,1,27,9,4,2,1,15,1206,1283,0,0,0
17,17,1,27,9,4,2,1,16,1284,1364,0,0,0
18,18,1,27,9,4,2,1,17,1365,1448,0,0,0
19,19,1,27,9,4,2,1,18,1449,1535,0,0,0
20,20,1,27,9,4,2,1,19,1536,1625,0,0,0
21,21,1,27,9,4,2,1,20,1626,1718,0,0,0
22,22,1,27,9,4,2,1,21,1719,1814,0,0,0
23,23,1,27,9,4,2,1,22,1815,1913,0,0,0
24,24,1,27,9,4,2,1,23,1914,2015,0,0,0
25,25,1,27,9,4,2,1,24,2016,2120,0,0,0
26,26,1,27,9,4,2,1,25,2121,2228,0,0,0
27,27,1,27,9,4,2,1,26,2229,2339,0,0,0
28,28,1,27,9,4,2,1,27,2340,2453,0,0,0
29,29,1,27,9,4,2,1,27,2454,2567,0,0,0
30,30,1,27,9,4,2,1,13,2568,2639,0,0,0
31,31,1,27,9,4,2,1,0,2640,2679,0,0,0
