window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,27,9,4,3,3,1,0,259,376,4,0,0
1,0,1,27,9,4,3,3,1,0,287,385,4,0,0
2,1,0,27,9,4,3,3,1,27,368,481,4,0,0
3,1,1,27,9,4,3,3,1,27,396,562,4,0,0
4,2,0,27,9,4,3,3,1,1,477,643,4,0,0
5,2,1,27,9,4,3,3,1,1,558,656,4,0,0
6,3,0,27,9,4,3,3,1,2,639,752,4,0,0
7,3,1,27,9,4,3,3,1,2,667,766,4,0,0
8,4,0,27,9,4,3,3,1,3,748,861,4,0,0
9,4,1,27,9,4,3,3,1,3,776,876,4,0,0
10,5,0,27,9,4,3,3,1,4,857,970,4,0,0
11,5,1,27,9,4,3,3,1,4,885,986,4,0,0
12,6,0,27,9,4,3,3,1,5,966,1080,4,0,0
13,6,1,27,9,4,3,3,1,5,994,1097,4,0,0
14,7,0,27,9,4,3,3,1,6,1075,1192,4,0,0
15,7,1,27,9,4,3,3,1,6,1103,1208,4,0,0
16,8,0,27,9,4,3,3,1,7,1184,1297,4,0,0
17,8,1,27,9,4,3,3,1,7,1212,1320,4,0,0
18,9,0,27,9,4,3,3,1,8,1293,1406,4,0,0
19,9,1,27,9,4,3,3,1,8,1321,1432,4,0,0
20,10,0,27,9,4,3,3,1,9,1402,1515,4,0,0
21,10,1,27,9,4,3,3,1,9,1430,1544,4,0,0
22,11,0,27,9,4,3,3,1,10,1511,1624,4,0,0
23,11,1,27,9,4,3,3,1,10,1539,1656,4,0,0
24,12,0,27,9,4,3,3,1,11,1620,1736,4,0,0
25,12,1,27,9,4,3,3,1,11,1650,1768,4,0,0
26,13,0,27,9,4,3,3,1,12,1731,1849,4,0,0
27,13,1,27,9,4,3,3,1,12,1764,1885,4,0,0
28,14,0,27,9,4,3,3,1,13,1845,1966,4,0,0
29,14,1,27,9,4,3,3,1,13,1881,2008,4,0,0
30,15,0,27,9,4,3,3,1,14,1962,2088,4,0,0
31,15,1,27,9,4,3,3,1,14,2001,2128,4,0,0
32,16,0,27,9,4,3,3,1,15,2082,2209,4,0,0
33,16,1,27,9,4,3,3,1,15,2124,2254,4,0,0
34,17,0,27,9,4,3,3,1,16,2205,2335,4,0,0
35,17,1,27,9,4,3,3,1,16,2250,2383,4,0,0
36,18,0,27,9,4,3,3,1,17,2331,2464,4,0,0
37,18,1,27,9,4,3,3,1,17,2379,2515,4,0,0
38,19,0,27,9,4,3,3,1,18,2460,2600,4,0,0
39,19,1,27,9,4,3,3,1,18,2511,2650,4,0,0
40,20,0,27,9,4,3,3,1,19,2592,2731,4,0,0
41,20,1,27,9,4,3,3,1,19,2646,2792,4,0,0
42,21,0,27,9,4,3,3,1,20,2727,2872,4,0,0
43,21,1,27,9,4,3,3,1,20,2784,2929,4,0,0
44,22,0,27,9,4,3,3,1,21,2865,3010,4,0,0
45,22,1,27,9,4,3,3,1,21,2925,3073,4,0,0
46,23,0,27,9,4,3,3,1,22,3006,3154,4,0,0
47,23,1,27,9,4,3,3,1,22,3069,3224,4,0,0
48,24,0,27,9,4,3,3,1,23,3150,3304,4,0,0
49,24,1,27,9,4,3,3,1,23,3216,3370,4,0,0
50,25,0,27,9,4,3,3,1,24,3297,3451,4,0,0
51,25,1,27,9,4,3,3,1,24,3366,3523,4,0,0
52,26,0,27,9,4,3,3,1,25,3447,3608,4,0,0
53,26,1,27,9,4,3,3,1,25,3519,3679,4,0,0
54,27,0,27,9,4,3,3,1,26,3600,3760,4,0,0
55,27,1,27,9,4,3,3,1,26,3675,3838,4,0,0
56,28,0,27,9,4,3,3,1,27,3756,3919,4,0,0
57,28,1,27,9,4,3,3,1,27,3834,4000,4,0,0
58,29,0,27,9,4,3,3,1,27,3915,4081,4,0,0
59,29,1,27,9,4,3,3,1,27,3996,4162,4,0,0
60,30,0,27,9,4,3,3,1,13,4077,4243,4,0,0
61,30,1,27,9,4,3,3,1,13,4158,4282,4,0,0
62,31,0,27,9,4,3,3,1,0,4239,4363,4,0,0
63,31,1,27,9,4,3,3,1,0,4278,4376,4,0,0
