window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,27,9,4,2,0,1,0,422,581,12,0,1
1,0,1,27,9,4,2,0,1,0,582,659,12,0,1
2,1,0,27,9,4,2,0,1,27,660,821,12,0,1
3,1,1,27,9,4,2,0,1,27,822,981,12,0,1
4,2,0,27,9,4,2,0,1,1,982,1141,12,0,1
5,2,1,27,9,4,2,0,1,1,1142,1219,12,0,1
6,3,0,27,9,4,2,0,1,2,1220,1381,12,0,1
7,3,1,27,9,4,2,0,1,2,1382,1459,12,0,1
8,4,0,27,9,4,2,0,1,3,1460,1621,12,0,1
9,4,1,27,9,4,2,0,1,3,1622,1699,12,0,1
10,5,0,27,9,4,2,0,1,4,1700,1861,12,0,1
11,5,1,27,9,4,2,0,1,4,1862,1939,12,0,1
12,6,0,27,9,4,2,0,1,5,1940,2101,12,0,1
13,6,1,27,9,4,2,0,1,5,2102,2179,12,0,1
14,7,0,27,9,4,2,0,1,6,2180,2341,12,0,1
15,7,1,27,9,4,2,0,1,6,2342,2435,12,0,1
16,8,0,27,9,4,2,0,1,7,2436,2597,12,0,1
17,8,1,27,9,4,2,0,1,7,2598,2691,12,0,1
18,9,0,27,9,4,2,0,1,8,2692,2853,12,0,1
19,9,1,27,9,4,2,0,1,8,2854,2947,12,0,1
20,10,0,27,9,4,2,0,1,9,2948,3109,12,0,1
21,10,1,27,9,4,2,0,1,9,3110,3219,12,0,1
22,11,0,27,9,4,2,0,1,10,3220,3381,12,0,1
23,11,1,27,9,4,2,0,1,10,3382,3491,12,0,1
24,12,0,27,9,4,2,0,1,11,3492,3653,12,0,1
25,12,1,27,9,4,2,0,1,11,3654,3765,12,0,1
26,13,0,27,9,4,2,0,1,12,3766,3925,12,0,1
27,13,1,27,9,4,2,0,1,12,3926,4051,12,0,1
28,14,0,27,9,4,2,0,1,13,4052,4213,12,0,1
29,14,1,27,9,4,2,0,1,13,4214,4339,12,0,1
30,15,0,27,9,4,2,0,1,14,4340,4501,12,0,1
31,15,1,27,9,4,2,0,1,14,4502,4627,12,0,1
32,16,0,27,9,4,2,0,1,15,4628,4789,12,0,1
33,16,1,27,9,4,2,0,1,15,4790,4915,12,0,1
34,17,0,27,9,4,2,0,1,16,4916,5077,12,0,1
35,17,1,27,9,4,2,0,1,16,5078,5203,12,0,1
36,18,0,27,9,4,2,0,1,17,5204,5365,12,0,1
37,18,1,27,9,4,2,0,1,17,5366,5491,12,0,1
38,19,0,27,9,4,2,0,1,18,5492,5653,12,0,1
39,19,1,27,9,4,2,0,1,18,5654,5779,12,0,1
40,20,0,27,9,4,2,0,1,19,5780,5941,12,0,1
41,20,1,27,9,4,2,0,1,19,5942,6067,12,0,1
42,21,0,27,9,4,2,0,1,20,6068,6229,12,0,1
43,21,1,27,9,4,2,0,1,20,6230,6355,12,0,1
44,22,0,27,9,4,2,0,1,21,6356,6517,12,0,1
45,22,1,27,9,4,2,0,1,21,6518,6643,12,0,1
46,23,0,27,9,4,2,0,1,22,6644,6805,12,0,1
47,23,1,27,9,4,2,0,1,22,6806,6947,12,0,1
48,24,0,27,9,4,2,0,1,23,6948,7109,12,0,1
49,24,1,27,9,4,2,0,1,23,7110,7251,12,0,1
50,25,0,27,9,4,2,0,1,24,7252,7413,12,0,1
51,25,1,27,9,4,2,0,1,24,7414,7555,12,0,1
52,26,0,27,9,4,2,0,1,25,7556,7717,12,0,1
53,26,1,27,9,4,2,0,1,25,7718,7875,12,0,1
54,27,0,27,9,4,2,0,1,26,7876,8037,12,0,1
55,27,1,27,9,4,2,0,1,26,8038,8195,12,0,1
56,28,0,27,9,4,2,0,1,27,8196,8357,12,0,1
57,28,1,27,9,4,2,0,1,27,8358,8517,12,0,1
58,29,0,27,9,4,2,0,1,27,8518,8677,12,0,1
59,29,1,27,9,4,2,0,1,27,8678,8837,12,0,1
60,30,0,27,9,4,2,0,1,13,8838,8997,12,0,1
61,30,1,27,9,4,2,0,1,13,8998,9123,12,0,1
62,31,0,27,9,4,2,0,1,0,9124,9285,12,0,1
63,31,1,27,9,4,2,0,1,0,9286,9363,12,0,1
